GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Louisiana","LA",.85221159,.87397027,.85766971,.8673982,.88414049,.87137944,.83293051,.78359467,.7932142,.84180629,.85356474,.82840788
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Massachusetts","MA",.79333609,.79111904,.7802071,.7829324,.78970236,.78231406,.78048307,.78475881,.78832954,.77739477,.76906312,.77294952
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Maryland","MD",.83682388,.84303498,.84592521,.83093214,.83411068,.82897002,.82339317,.8193444,.82300144,.82319891,.82049322,.82661438
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Maine","ME",.772268,.80646241,.87346774,.86057031,.76031494,.74677229,.83381528,.83368874,.82783115,.86841279,.85966694,.85170376
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Michigan","MI",.8852542,.88743973,.88857275,.89954507,.91509277,.89945096,.88574433,.89748752,.89391267,.88630819,.88639235,.87972206
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Minnesota","MN",.83713263,.82086635,.79733616,.79526973,.79808784,.80142158,.80968291,.81902987,.83693755,.81863987,.8080309,.81798768
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Missouri","MO",.86176252,.86867571,.87144947,.82452106,.80558777,.84154272,.86840636,.86212695,.83162808,.83704269,.83592683,.85224801
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Mississippi","MS",.85972559,.83847022,.87489301,.91123974,.91902018,.89495158,.85752594,.87423092,.90010685,.89889395,.82663196,.80070955
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Montana","MT",.88812923,.94184905,.99142486,.95448476,.94060892,.97103727,.93937635,.8431989,.86924529,.96266103,.96184701,.93037099
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"North Carolina","NC",.84059113,.84007311,.84138966,.84705567,.84029281,.82248074,.82964718,.83939898,.84014845,.83543527,.82780236,.8254596
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"North Dakota","ND",.98008716,-97,-97,.80517036,.82051283,.8880257,.92242444,.91208166,.88568622,.86980295,.81209052,.84239382
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Nebraska","NE",.81723124,.84037209,.83242828,.81872916,.814798,.79730159,.79972863,.83960909,.81732494,.79226345,.81591386,.80126649
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"New Hampshire","NH",.87315589,.85524231,.8751756,.884583,.87741482,.86105293,.82044584,.81952769,.8079111,.81636453,.88188672,.90548515
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"New Jersey","NJ",.82466233,.82799411,.83279926,.83222842,.83421361,.8382498,.82019055,.81373501,.82112277,.81998509,.816751,.81846404
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"New Mexico","NM",.80549335,.8033393,.79901111,.79652607,.79288769,.81163514,.81951505,.80448109,.80443221,.82496578,.82486182,.8177833
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Nevada","NV",.83702487,.82415479,.82430905,.82086676,.81690991,.80741936,.7962032,.81551403,.82088703,.80556601,.80101067,.80891228
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"New York","NY",.74816501,.7584132,.7554512,.75616091,.76632619,.76590425,.75997937,.7538985,.75681192,.76701981,.76615155,.76407456
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Ohio","OH",.86419553,.86952198,.8759113,.85601574,.84797937,.85401398,.84517956,.84596825,.8407107,.85444653,.87016422,.86388129
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Oklahoma","OK",.84822679,.85281414,.86536008,.84089804,.84505343,.84540337,.84290606,.8397795,.82812428,.81788677,.82392818,.82492816
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Oregon","OR",.82523823,.82348579,.85145044,.86107349,.86044145,.85115379,.83435923,.84083951,.85070592,.856938,.83443302,.836142
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Pennsylvania","PA",.84974736,.83690292,.83819854,.84724861,.8408345,.80861229,.80441409,.80881602,.80691576,.82571274,.83043087,.81396729
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Rhode island","RI",.69867027,.72401983,.74033523,.74137074,.71413761,.74811685,.78107405,.73828614,.73943883,.7525658,.77231282,.7767719
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"South Carolina","SC",.83276367,.86001951,.8350634,.83185089,.85198206,.85261786,.85891968,.85955858,.84428173,.85607433,.8697511,.85033959
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"South Dakota","SD",.81470549,.76055646,.84712178,.87701041,.76625365,.76724595,.69333953,.77209276,.91856784,.91958684,.85524201,.71575171
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Tennessee","TN",.88383275,.86754906,.85139233,.85280424,.86883885,.84359634,.82480508,.84804982,.8390677,.84546208,.84504145,.81364024
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Texas","TX",.82294655,.83378506,.83174789,.82186699,.82083589,.82068211,.81310308,.81472582,.81756246,.81611764,.81277663,.81226552
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"United States","US",.82515109,.82813555,.8271277,.82417327,.8223657,.81832069,.8165257,.82029051,.81930268,.81908774,.82017666,.81863719
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Utah","UT",.86758375,.85704082,.86240572,.86964983,.86766207,.84757358,.83982033,.85608053,.8585003,.84907728,.85499817,.83275568
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Virginia","VA",.86631972,.87286836,.85757118,.86839831,.86350423,.83582491,.84424514,.85775554,.84692132,.84167439,.84381294,.84504884
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Vermont","VT",.96893221,.85510999,.86151624,.94188631,.92049724,.95513105,.94836283,.94058156,.97664946,.93635374,.94057375,.9525609
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Washington","WA",.83430141,.83641112,.85742182,.85448146,.8415826,.85026306,.85374427,.85710281,.84674108,.83558524,.85047787,.84596235
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Wisconsin","WI",.86874932,.86119342,.85413814,.88282096,.90449405,.87945157,.8403722,.83884209,.8427676,.85772246,.87741059,.87916547
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"West Virginia","WV",.91694087,.86334187,.87802613,.94251853,.8821463,.8211531,.86684895,.85455078,.85222214,.88607115,.84451014,.8678841
"Family_Structure","tPar",132,"Two-parent families","In two-parent families",1,"Wyoming","WY",.89062226,.86910224,.83795929,.93664336,.9561854,.92059237,.90678608,.87747037,.80490613,.85879242,.92959994,.94722301
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Alaska","AK",.19023116,.17858875,.17926243,.15632507,.16082321,.14841262,.16132672,.25381675,.30576524,.24439014,.20939367,.20157692
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Alabama","AL",.22654594,.24507624,.23292777,.21367466,.19503668,.2172703,.2268353,.2023447,.18268287,.18848886,.18466569,.16343862
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Arkansas","AR",.18175285,.19578813,.17352238,.17082345,.17127876,.14850284,.17223008,.18313032,.14610708,.15539148,.21018794,.2177103
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Arizona","AZ",.15719557,.1471224,.14643225,.15244038,.15327762,.16772275,.17635797,.16811983,.17574657,.17601965,.17131664,.17243932
"Family_Structure","onekid",114,"One child in family","One child in family",1,"California","CA",.17302266,.17636403,.17557764,.17663682,.17975353,.18542427,.19111435,.19472636,.19560266,.19768488,.20024608,.20115246
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Colorado","CO",.16948816,.17849457,.18142992,.18725158,.16977213,.16288927,.17791702,.18390079,.19014834,.17873065,.17242724,.17783245
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Connecticut","CT",.24685661,.2545557,.26415288,.24132556,.23174736,.25422227,.24248071,.22423099,.22924756,.24679874,.24849981,.24510691
"Family_Structure","onekid",114,"One child in family","One child in family",1,"District of Columbia","DC",.279185,.27342302,.27284765,.26895449,.27294227,.2972225,.29326013,.31211144,.32628763,.29477525,.26217201,.26990721
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Delaware","DE",.17651722,.18843064,.18579882,.1986175,.18442179,.19904459,.22434081,.22596627,.21742336,.21298468,.215196,.17567411
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Florida","FL",.25376645,.25184858,.25973284,.26617005,.26550397,.26767716,.26300111,.25689048,.25779995,.25789019,.2618413,.26600415
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Georgia","GA",.20349896,.2007872,.19468792,.18570486,.18716975,.19146237,.18719701,.18166341,.17896132,.18034382,.19861527,.19580671
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Hawaii","HI",.17367655,.19962279,.2207081,.21786268,.23107439,.21680519,.22265171,.23871674,.22961801,.2329751,.22394966,.23290963
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Iowa","IA",.17296749,.16685031,.17454639,.18976784,.20328538,.2020445,.18721482,.16717067,.16959541,.18516956,.18426856,.19586751
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Idaho","ID",.15252976,.14825124,.15081125,.13916402,.12433575,.12384035,.13955924,.15113665,.14733776,.13664338,.14406873,.16604215
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Illinois","IL",.19038354,.19168468,.18774436,.18341562,.18296325,.17955105,.18451101,.19655076,.19152774,.19139919,.1966829,.19939087
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Indiana","IN",.21197292,.189813,.17639402,.18759207,.19534428,.18440972,.17151855,.17945996,.19565904,.19230594,.18095264,.17200096
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Kansas","KS",.17397532,.18682791,.1880146,.15822221,.17642218,.18495847,.14767137,.14018165,.15481444,.16583015,.18196113,.18725595
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Kentucky","KY",.25435475,.27493221,.25219294,.22829743,.21019742,.20979279,.19677211,.17574513,.16182104,.18575409,.19649255,.20375942
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Louisiana","LA",.22464104,.20227146,.22955382,.24275641,.24362794,.26677489,.25428528,.22225218,.22826156,.24237329,.21182989,.20730558
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Massachusetts","MA",.2567234,.2468363,.24770647,.25667039,.25438318,.2539202,.25440216,.25151226,.24904129,.24755941,.26423573,.26384047
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Maryland","MD",.24798377,.23076478,.22283345,.22907664,.2283127,.22472657,.2298698,.23530653,.21719855,.21624295,.21705486,.21151718
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Maine","ME",.26761118,.2313825,.22515935,.2236118,.21221954,.22537267,.20683044,.16518182,.20787351,.2470437,.17401516,.19562794
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Michigan","MI",.1798957,.19189446,.19253173,.17827509,.17415138,.19086827,.18656529,.17055827,.19180645,.19570713,.18642831,.18953378
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Minnesota","MN",.1556721,.16323674,.1516846,.14605671,.16195071,.17439556,.18792316,.18692002,.18582951,.19352226,.18997027,.17689696
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Missouri","MO",.20782104,.21382429,.20482437,.19375227,.21241175,.22506133,.23079331,.22851679,.22234944,.22128412,.22652014,.2254574
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Mississippi","MS",.23666,.26423731,.2580694,.215635,.22422113,.19453859,.17760357,.18324132,.21171147,.20011386,.15376009,.21117134
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Montana","MT",.25289255,.20468575,.14271112,.2390385,.25904062,.21222506,.20295724,.24374287,.29277489,.20801505,.27267984,.28669351
"Family_Structure","onekid",114,"One child in family","One child in family",1,"North Carolina","NC",.20838597,.20890804,.19223787,.18612239,.16930716,.15877485,.17037013,.17971967,.17824809,.18179338,.18918584,.19248794
"Family_Structure","onekid",114,"One child in family","One child in family",1,"North Dakota","ND",.24436429,-97,-97,.15393037,.1836839,.161293,.26403239,.39784652,.24661553,.24451868,.25150779,.16841862
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Nebraska","NE",.14302506,.14067294,.15659016,.19882654,.19726777,.17017089,.14779906,.14906198,.15194541,.15694968,.18003541,.1560767
"Family_Structure","onekid",114,"One child in family","One child in family",1,"New Hampshire","NH",.26478344,.2566281,.26697999,.2374084,.2176207,.24840984,.27062616,.23212072,.23018716,.22219443,.20661652,.26410943
"Family_Structure","onekid",114,"One child in family","One child in family",1,"New Jersey","NJ",.2434569,.25286368,.24569294,.25349736,.25633654,.2454363,.24507377,.24139172,.2411488,.24890535,.25082809,.24542047
"Family_Structure","onekid",114,"One child in family","One child in family",1,"New Mexico","NM",.16553603,.16456997,.16954252,.17146067,.16769637,.18922873,.19199948,.16183294,.15604223,.16624203,.18889399,.22077167
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Nevada","NV",.17819852,.17169903,.16830415,.17412238,.18077411,.19420879,.18153964,.17806953,.20588471,.19901718,.18283814,.19211939
"Family_Structure","onekid",114,"One child in family","One child in family",1,"New York","NY",.2439733,.23922455,.2432943,.24396889,.23653373,.2408271,.24183096,.24431518,.24961388,.24695605,.24014866,.23909065
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Ohio","OH",.21905327,.20941821,.21109827,.21457678,.20877309,.20859589,.21016747,.20062825,.20030884,.2165613,.21766748,.21484962
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Oklahoma","OK",.20512512,.19969767,.20570867,.19508374,.1659953,.15446168,.1728773,.17808442,.18474914,.17536938,.15791561,.15238558
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Oregon","OR",.19001523,.18124737,.15615281,.16442189,.16806281,.16328652,.15947746,.15911491,.16109961,.18151188,.20245105,.19042237
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Pennsylvania","PA",.22916292,.22313695,.23089626,.22980778,.22444168,.22198571,.24471016,.24539584,.22997972,.24647169,.2368505,.21394829
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Rhode island","RI",.21641727,.20290568,.1993075,.23483074,.22635546,.18137938,.21675004,.25822178,.24689426,.24782765,.2405763,.23211728
"Family_Structure","onekid",114,"One child in family","One child in family",1,"South Carolina","SC",.2418343,.21417969,.2284016,.23303869,.20370968,.19870086,.21315573,.20983446,.1869649,.21121253,.24202098,.21051601
"Family_Structure","onekid",114,"One child in family","One child in family",1,"South Dakota","SD",.29066497,.28995994,.15997104,.1337463,.16836472,.18601291,.16244952,.14554949,.2012784,.21976137,.18040843,.18711543
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Tennessee","TN",.1973433,.21872653,.22093084,.21147451,.18656988,.1869784,.19948474,.18523322,.17191596,.17500538,.17309289,.17165093
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Texas","TX",.1597793,.16103357,.15995948,.1570058,.15865639,.15943971,.16134235,.16902532,.16807111,.17127301,.17949148,.17806387
"Family_Structure","onekid",114,"One child in family","One child in family",1,"United States","US",.19719656,.1973757,.19694899,.19694453,.19601946,.19800089,.2010124,.2025127,.20277935,.20555882,.20822211,.20717506
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Utah","UT",.14225362,.15385845,.1628226,.15094735,.13950494,.11963049,.12780584,.14632922,.14376801,.14850719,.14729588,.15753163
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Virginia","VA",.24226411,.24296862,.25194976,.24463445,.23282082,.23400243,.23222934,.22981568,.22330849,.22547261,.22712325,.21899652
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Vermont","VT",.34456062,.37572652,.39853564,.20107971,.2099694,.2711854,.28658494,.35592151,.32353503,.22958837,.17497356,.19744542
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Washington","WA",.19248378,.18883742,.19066857,.19904941,.18915376,.1781221,.18616191,.18935117,.19113529,.19858053,.20334201,.18982257
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Wisconsin","WI",.19796242,.1796011,.17732574,.17198107,.17255341,.18034475,.17962773,.17002881,.18075876,.20395732,.20288368,.195013
"Family_Structure","onekid",114,"One child in family","One child in family",1,"West Virginia","WV",.2849482,.24287321,.24396105,.22573645,.30074835,.29807088,.28050742,.25187969,.21536447,.28954366,.30187902,.29167512
"Family_Structure","onekid",114,"One child in family","One child in family",1,"Wyoming","WY",.21066834,.26162452,.28470218,.20971015,.24688867,.29183832,.23821341,.18204276,.18964805,.25861079,.22559091,.1714427
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Alaska","AK",.40141439,.33906919,.40010956,.3328656,.30353969,.40262508,.35049802,.38867944,.39020166,.29692984,.26958841,.30425647
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Alabama","AL",.48512909,.4292945,.38472652,.37602156,.39059743,.38562122,.36308706,.36856773,.35112289,.33430004,.33176473,.35057473
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Arkansas","AR",.36426425,.38480878,.38214114,.30787975,.28674853,.35761049,.36756077,.34248772,.35027409,.37246957,.36223027,.30989793
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Arizona","AZ",.3270348,.32843423,.32976124,.33298635,.33764955,.33687761,.33674422,.332791,.33811668,.34693393,.3283993,.33685389
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"California","CA",.35633886,.36251941,.36526152,.36517608,.36624622,.36786798,.36824858,.37222365,.37904704,.38298377,.38106588,.38444969
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Colorado","CO",.38119811,.35126379,.35010538,.36242852,.37456682,.38684517,.36354506,.37081718,.39015049,.38975835,.39071631,.3873913
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Connecticut","CT",.41823003,.43566912,.43284011,.43508726,.44567797,.44553846,.45329401,.44140238,.43534741,.44815147,.45123765,.44775367
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"District of Columbia","DC",.34149987,.35898522,.38315827,.43575817,.469163,.37487099,.36394453,.40370813,.35857129,.3791585,.46956292,.45690104
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Delaware","DE",.35229349,.39897817,.36727887,.36228055,.46161199,.44332156,.38807386,.38456696,.45975965,.40360308,.41902742,.48239192
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Florida","FL",.4121089,.41361305,.41672072,.42230046,.41855145,.4119769,.40614119,.41522571,.41923463,.41993344,.42272067,.41497305
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Georgia","GA",.3863661,.38369012,.37488461,.35810241,.37425208,.38548097,.36071476,.36398354,.38094825,.36818105,.37173,.39266869
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Hawaii","HI",.39972469,.42893857,.39643329,.41441038,.4294284,.39300036,.37569985,.38711607,.38721046,.39284089,.35758847,.34103939
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Iowa","IA",.38575774,.38352853,.36057481,.3712568,.37168148,.34079421,.31219226,.36829832,.38064295,.36197305,.3965874,.38002196
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Idaho","ID",.33344844,.34662604,.29733109,.27367485,.30211604,.3407698,.31790432,.32354423,.36034134,.36131716,.33735007,.33155951
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Illinois","IL",.38641694,.3728117,.38289362,.38191843,.37860423,.37013006,.378261,.38911858,.39366111,.39647239,.39771178,.39257094
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Indiana","IN",.34261563,.35016692,.36836463,.37740719,.34056348,.32516271,.38114312,.3979294,.3481344,.35789025,.34931737,.35463408
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Kansas","KS",.36486349,.3552348,.35723525,.39096168,.37452865,.35454047,.35333216,.35687262,.34804893,.35095236,.37704191,.35487768
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Kentucky","KY",.38680136,.37481099,.37590757,.36750522,.38110256,.38887218,.38187361,.41083053,.43114626,.39901781,.36245587,.35058436
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Louisiana","LA",.39247456,.44388208,.38766038,.37355149,.40025011,.37675741,.39566621,.38467589,.35738155,.41167635,.40937307,.40929484
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Massachusetts","MA",.417144,.43429586,.44027641,.42874679,.43215755,.43494099,.42484286,.43585834,.43772522,.44888845,.4466036,.43970692
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Maryland","MD",.40314057,.39387876,.41756162,.4255923,.40494582,.39563221,.4088251,.42474675,.43739092,.42497441,.42147583,.4261485
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Maine","ME",.34098959,.26710758,.36282152,.4553214,.41002172,.38428572,.30869731,.34271795,.41918832,.3802892,.47597951,.49660704
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Michigan","MI",.3765423,.38194531,.38918215,.38487804,.35637993,.34605685,.36765274,.38313943,.37344423,.3933351,.3939594,.37045878
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Minnesota","MN",.30635694,.32438701,.36956152,.38785812,.36246046,.35817334,.36079496,.34236383,.34143582,.32527572,.31128448,.33164203
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Missouri","MO",.36439976,.39598674,.39612991,.36716691,.36188883,.36919731,.37978986,.38086131,.36903593,.37782982,.3695538,.37071237
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Mississippi","MS",.3964068,.39792231,.41925576,.36311331,.35005262,.3955707,.39946738,.40994859,.37993833,.37459025,.37213412,.35317779
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Montana","MT",.44079641,.2770763,.18257709,.16330959,.17807879,.30774504,.50800383,.58440471,.41067943,.38159844,.38505185,.44260719
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"North Carolina","NC",.36941913,.36901978,.37988114,.39064023,.37998495,.37731597,.37524322,.37007672,.37488106,.37722069,.3739627,.38459769
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"North Dakota","ND",.46874061,-97,-97,.38712502,.37971556,.33866557,.28057805,.19422536,.22489318,.2091042,.21883158,.31289649
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Nebraska","NE",.34797549,.38229507,.31481269,.29176688,.29033744,.27653497,.3349188,.28912276,.23096338,.26708585,.27961522,.28774258
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"New Hampshire","NH",.37421882,.40657961,.48279387,.53493041,.49456692,.42177406,.40181571,.42874604,.45884687,.50431353,.48107174,.45082766
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"New Jersey","NJ",.43339548,.43121639,.43520522,.43053088,.43325543,.44018337,.4411377,.43882313,.43720931,.43320429,.43157253,.42896727
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"New Mexico","NM",.36301154,.36479014,.38356888,.37383163,.375462,.34760359,.3294664,.36398038,.34097007,.3481074,.3606647,.33239463
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Nevada","NV",.35484987,.3654635,.36926892,.37887934,.37201047,.37516567,.38842076,.38041785,.33660641,.3279112,.33982056,.34849572
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"New York","NY",.40258166,.40165678,.3975873,.39797229,.40091053,.39626148,.39273095,.39143455,.39239803,.40161034,.40102389,.4024106
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Ohio","OH",.37066129,.37448052,.39688015,.38869482,.37292707,.37690029,.36713028,.3788541,.40703014,.39429969,.37112251,.3810904
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Oklahoma","OK",.28656617,.29479891,.32352686,.32522434,.35349175,.3639878,.37695751,.39539382,.33702394,.32054207,.34268498,.32931757
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Oregon","OR",.34463009,.3486698,.36710832,.3601743,.36507696,.36349496,.3627561,.38291818,.36802903,.35035476,.36779818,.35997128
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Pennsylvania","PA",.40835801,.42244762,.40822309,.41319337,.42561269,.43374828,.43789628,.42297527,.4361186,.4337672,.40761486,.40592033
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Rhode island","RI",.39682704,.41610271,.40856758,.39926514,.42899081,.4807829,.42453167,.4039132,.417485,.39789274,.4469564,.45034543
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"South Carolina","SC",.34706414,.38409889,.41760436,.40470329,.35592958,.35891557,.40821332,.41473818,.41572076,.42163259,.36583591,.3577356
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"South Dakota","SD",.3109096,.24274573,.30655086,.34252626,.4156118,.436037,.31447119,.22435628,.262669,.41554239,.50014096,.41697297
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Tennessee","TN",.40852782,.38139215,.33801755,.33875769,.35182738,.374652,.36148623,.35397014,.35776126,.33839434,.35971719,.36902446
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Texas","TX",.33914909,.34315258,.34779167,.3455883,.34328145,.34539554,.34674296,.34705639,.34844878,.34836966,.35947141,.36360934
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"United States","US",.37224057,.37554675,.37776044,.37760404,.37788033,.3779785,.37767461,.38077956,.38325584,.38438305,.3849532,.38568923
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Utah","UT",.27139905,.29173705,.28752556,.29711121,.3193143,.31053165,.29523614,.29877496,.31066376,.32336688,.31847903,.30663604
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Virginia","VA",.42771202,.43853846,.42313972,.42625642,.43707019,.43754572,.42553306,.42023155,.43001905,.42767984,.43706432,.42070851
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Vermont","VT",.45093504,.43384826,.3374992,.54449034,.51842171,.34416589,.46275955,.32999298,.27747026,.52927589,.65725809,.49223498
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Washington","WA",.35878709,.3698411,.36071748,.36591479,.37864512,.37143815,.38274527,.39209989,.39081636,.37877867,.3676877,.37827191
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Wisconsin","WI",.3199617,.34468544,.37333167,.36626416,.3433899,.37063003,.36367184,.34132648,.34672424,.33574906,.34614354,.33266881
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"West Virginia","WV",.27635589,.52172762,.5340153,.45745659,.34645197,.31822085,.44881186,.44366053,.37595651,.3932389,.37832689,.37836742
"Family_Structure","twokid",116,"Two children in family","Two children in famiy",1,"Wyoming","WY",.28442925,.37949747,.34863991,.28623188,.24917592,.34783727,.43667063,.39350522,.37268847,.31386337,.43327272,.46101514
"Family_Structure","threekid",118,"Three to four children in family","Three children in family",1,"Alaska","AK",.32805574,.36251301,.31218407,.35674363,.3979876,.30422273,.24196556,.19750808,.21403827,.26223308,.36009061,.34267876
"Family_Structure","threekid",118,"Three to four children in family","Three children in family",1,"Alabama","AL",.2581729,.25430828,.32278377,.36857077,.35530588,.32511121,.3422333,.38625541,.4341478,.43455231,.41636124,.40693232
