GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.30734721,.2809858,.30794442,.37167516,.3740665,.37041834,.39771453,.39768898,.40125003,.38365415
"Country_of_Origin_of_Parents","mexico","Mexico",0,"New Haven-Milford, CT",35300,.11457884,.1068555,.13729505,.1415122,.11800638,.11493455,.11091415,.11822521,.11243056,.10900248
"Country_of_Origin_of_Parents","mexico","Mexico",0,"New Orleans-Metairie, LA",35380,.04773993,.06647619,.10936684,.13620576,.13826178,.18294261,.15142399,.11163506,.14288996,.1363858
"Country_of_Origin_of_Parents","mexico","Mexico",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.07024582,.07823401,.08095229,.08433188,.09154877,.09087019,.08789445,.08971485,.09233619,.09406839
"Country_of_Origin_of_Parents","mexico","Mexico",0,"North Port-Sarasota-Bradenton, FL",35840,.30907461,.35416386,.40241069,.35399184,.29489636,.3026928,.38732874,.38106441,.31967822,.33905742
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Ogden-Clearfield, UT",36260,.602189,.55482757,.48134655,.48015809,.53685987,.54196721,.58682704,.55481935,.4969146,.59845471
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Oklahoma City, OK",36420,.51555079,.56141251,.60188645,.56715161,.56953162,.58775389,.62241304,.63484585,.61622941,.57999402
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Omaha-Council Bluffs, NE-IA",36540,.46339834,.52596426,.52670914,.51326692,.53475654,.62295979,.5678854,.4939099,.54409754,.54148573
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Orlando-Kissimmee-Sanford, FL",36740,.11659015,.09511182,.09790104,.1267702,.12738226,.12395236,.15042926,.15167958,.11858576,.10531925
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.70234644,.69884729,.67824256,.68126631,.69222206,.69067663,.66903538,.68072098,.71326929,.71185619
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Palm Bay-Melbourne-Titusville, FL",37340,.04943951,.02872334,.05608428,.08011803,.0697493,.03438294,.08164664,.09292976,.0497096,.04274935
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.09858709,.09565292,.10903414,.12103537,.12155811,.10462756,.10768167,.13149559,.14797147,.14506221
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.75088894,.75728095,.75143331,.72867513,.70841134,.71224338,.72568262,.71271384,.68354774,.66576934
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Pittsburgh, PA",38300,.0277346,.03399054,.02743119,.01546438,.0343288,.03606937,.03628097,.02939961,.01542957,.01654219
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.37454709,.3828176,.38809586,.39254153,.38349223,.39395231,.39557651,.39255929,.41579041,.42813697
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Providence-Warwick, RI-MA",39300,.03053239,.02747708,.03694634,.04016376,.03879221,.02957955,.02584774,.0298407,.03955559,.03961604
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Provo-Orem, UT",39340,.4168562,.46062306,.35927814,.32785717,.40459231,.46618393,.46028289,.38141134,.38138458,.45057565
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Raleigh, NC",39580,.35130706,.35488117,.38789439,.42022255,.37326869,.33429495,.33145919,.36010426,.40417826,.36456883
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Richmond, VA",40060,.13285233,.15412173,.10640077,.10498647,.14676586,.16776587,.15771759,.18146399,.15571761,.11753769
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Riverside-San Bernardino-Ontario, CA",40140,.73200679,.73764729,.73419565,.72422427,.71952116,.7109853,.7122246,.71634662,.70486307,.70071417
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Rochester, NY",40380,.04493551,.04967635,.0418436,.03813697,.03882063,.03331879,.0227006,.03664887,.04501721,.03198222
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.37405574,.38073492,.37319568,.37565014,.3732824,.37649137,.36912563,.34901386,.35493931,.37497753
"Country_of_Origin_of_Parents","mexico","Mexico",0,"St. Louis, MO-IL",41180,.1342153,.13195983,.14665285,.15345472,.18141972,.19087513,.18238492,.18003643,.18818317,.1794848
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Salt Lake City, UT",41620,.48729265,.50632477,.51993179,.52024829,.52721602,.54329747,.52436554,.48658001,.51220369,.50059783
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Antonio-New Braunfels, TX",41700,.766716,.76369512,.74339175,.74884951,.75956655,.7455039,.75123715,.7497319,.72611511,.69285399
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Diego-Carlsbad, CA",41740,.61555308,.62864232,.6249246,.60376364,.59713233,.58976674,.57910067,.57705021,.55669153,.55503005
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Francisco-Oakland-Hayward, CA",41860,.30470142,.29918537,.30669087,.31369746,.30571389,.30900797,.31103846,.29203585,.29191127,.29496831
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.35492125,.34798068,.34269911,.33655944,.33054805,.33311576,.33183503,.34472272,.33160415,.30915636
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.10871761,.15156458,.18283133,.1384227,.22787449,.38823056,.30097327,.12440006,.09492346,.07717686
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Seattle-Tacoma-Bellevue, WA",42660,.19779003,.19996105,.2216835,.23872824,.25206488,.25431091,.2437942,.23622201,.23390585,.23716053
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Spokane-Spokane Valley, WA",44060,.34309778,.34263796,.34180263,.3436901,.2638694,.2891674,.32233846,.26187021,.17469063,.15175906
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Springfield, MA",44140,.01480903,.0413405,.04528341,.03852924,.07565982,.05821121,.02073731,.026963,.01206608,.04490685
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Stockton-Lodi, CA",44700,.5811134,.59147549,.60968429,.60777241,.59955508,.57262915,.55698818,.59036762,.61530238,.58614051
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Syracuse, NY",45060,.05842986,.05471019,.01051269,.00104232,0,.01441554,.05372302,.06334663,.02009663,.00725343
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.19836272,.19428098,.18748891,.18229438,.17375167,.18599617,.20177478,.20213294,.1977372,.21383402
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Toledo, OH",45780,.26438728,.15660128,.15604353,.17709169,.20123531,.17402011,.21756434,.24211557,.17300755,.143491
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Tucson, AZ",46060,.73335928,.72519541,.72470045,.74896407,.76184475,.76282245,.74796456,.76731092,.74553603,.69606191
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Tulsa, OK",46140,.51864606,.56073397,.56251943,.59045047,.61606067,.61798108,.61828625,.61605275,.61766022,.61807299
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Urban Honolulu, HI",46520,.00244116,.00573015,.02442155,.03347669,.03446655,.03042665,.01814408,.01571731,.02269101,.02231413
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.07075628,.07164118,.07836493,.08267806,.0873929,.07878312,.07951041,.09416007,.09215814,.08470521
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.05652979,.06560283,.07021868,.05890578,.05631499,.06165399,.05591411,.04520525,.0456516,.04712802
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Wichita, KS",48620,.42707026,.52786076,.56367499,.45691547,.52291054,.57103002,.61984247,.62303448,.54177052,.51298916
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Winston-Salem, NC",49180,.63785118,.6731326,.67235166,.59250432,.57431781,.6285125,.67593813,.69181216,.62453026,.59432662
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Worcester, MA-CT",49340,.03653378,.03307312,.04597283,.05551325,.04111014,.02952298,.02623159,.03336147,.03720029,.0273037
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,.06576876,-97,-97,-97,-97,-97,-97
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Akron, OH",10420,.01555556,.01727016,.0347762,.02811798,.00865543,.00807451,.00288841,.01929419,.02338601,.00368002
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Albany-Schenectady-Troy, NY",10580,.07570621,.08249567,.0347295,.01406042,.04926684,.04281721,.03446458,.04274092,.0375446,.03957455
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Albuquerque, NM",10740,.05842166,.05227085,.04915459,.03878638,.02439083,.04000912,.03805548,.02178572,.02695507,.0535735
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.24050403,.27207434,.22419499,.1463993,.19044827,.23931442,.22692724,.17063653,.23333207,.30302924
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.08067096,.09783465,.09188263,.09656334,.10602847,.10755447,.09826795,.09469806,.10742942,.11943324
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Augusta-Richmond County, GA-SC",12260,.12970905,.05344522,.06415997,.08909208,.14526533,.19074731,.09647492,.12756827,.1423703,.07696883
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Austin-Round Rock, TX",12420,.07908303,.06129942,.07122341,.07864779,.06188279,.05540882,.06821474,.08122957,.08149577,.0810086
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Bakersfield, CA",12540,.07573505,.06300984,.0561647,.04915547,.0708238,.07143258,.07281822,.08353478,.06346083,.0613653
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Baltimore-Columbia-Towson, MD",12580,.0697144,.08395728,.09998862,.11704769,.12792073,.14001413,.13951282,.12620738,.12861198,.13540484
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Baton Rouge, LA",12940,.10410691,.14326175,.10948826,.12652266,.14479019,.151903,.27075988,.25534886,.17099577,.15342866
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Birmingham-Hoover, AL",13820,.0101565,.03703776,.07026267,.0906138,.07093566,.12243667,.12774524,.07215646,.13236502,.12896176
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Boise City, ID",14260,.01622414,.01539363,.02131669,.02126168,.02710511,.04698233,.08539443,.06527622,.00481248,.00004548
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Boston-Cambridge-Newton, MA-NH",14460,.185211,.17115623,.18448117,.20607954,.21379337,.20849268,.20226321,.21505469,.22336532,.20468944
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Bridgeport-Stamford-Norwalk, CT",14860,.12674518,.09709469,.08814308,.10083192,.13502243,.13282463,.14324038,.15750499,.13875769,.13618691
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.02469737,.00641483,.00303312,.00865066,.04487223,.05858105,.03144383,.0301513,.02664453,.05190515
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Cape Coral-Fort Myers, FL",15980,.26573965,.26003,.31862327,.32493195,.27428335,.26927561,.28049159,.34835553,.33748877,.32803285
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Charleston-North Charleston, SC",16700,.13427608,.12268334,.10034049,.07862402,.06408631,.06517357,.06811491,.16487388,.17502953,.11440388
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.16168615,.15124522,.15885673,.15562652,.16704039,.20094702,.17850718,.16368791,.18291038,.19397034
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Chattanooga, TN-GA",16860,.00742219,.09250508,.12624747,.11278154,.15620233,.22243875,.26474994,.30956292,.26637918,.25380564
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.03506087,.03533862,.03923016,.03330734,.03333926,.03665249,.03052196,.03234331,.04045411,.03812034
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Cincinnati, OH-KY-IN",17140,.08365351,.08204383,.09174267,.09304792,.08012326,.08910087,.07655446,.09574071,.11716115,.09361809
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Cleveland-Elyria, OH",17460,.04173284,.03677835,.04106841,.04332449,.03070124,.06523754,.05660776,.03879268,.05163281,.04125505
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Colorado Springs, CO",17820,.0276477,.07167283,.08344702,.07745688,.08540858,.08434607,.07105528,.05752008,.04754614,.0888939
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Columbia, SC",17900,.06804937,.06053967,.18111683,.19273157,.17628403,.14243476,.07241485,.15348066,.14827149,.09008429
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Columbus, OH",18140,.02735813,.03207468,.03496844,.06633485,.05516239,.04064616,.07032166,.04845512,.03928942,.05613516
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Dallas-Fort Worth-Arlington, TX",19100,.07753574,.06822389,.06663462,.08043768,.07923917,.0705409,.07524855,.07237239,.07376927,.07895445
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Dayton, OH",19380,.01653512,.02552645,.01539794,.05284239,.05837825,.02754285,.0801806,.06315262,.02655265,.07377234
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.14723396,.13300331,.09815924,.12722945,.10911469,.11715055,.14075638,.14398757,.1725587,.12067042
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Denver-Aurora-Lakewood, CO",19740,.04051663,.03714637,.04198357,.04669478,.05125245,.0430285,.03641003,.03287734,.03558242,.05346161
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Des Moines-West Des Moines, IA",19780,.09253167,.06297546,.02368581,.02021498,.03676363,.05411521,.04881561,.04124423,.05435151,.06035442
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Detroit-Warren-Dearborn, MI",19820,.02116705,.0243005,.01778973,.01107309,.01540784,.01873703,.02464385,.02408328,.01546901,.00910557
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"El Paso, TX",21340,.00782493,.00917485,.00712183,.00771217,.01350492,.01524641,.01229915,.0117593,.01339506,.01996243
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Fresno, CA",23420,.02194681,.03243792,.04086388,.03384681,.02895291,.03282477,.03773365,.04605223,.04443064,.03201911
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Grand Rapids-Wyoming, MI",24340,.13564108,.13574214,.11613791,.06124653,.08252396,.09944135,.10918792,.11901851,.13345483,.11726614
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Greensboro-High Point, NC",24660,.09758379,.08365034,.08232308,.0857507,.04921236,.06842513,.06299701,.09436179,.11126652,.08170291
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Greenville-Anderson-Mauldin, SC",24860,.08085223,.10589857,.08095346,.10001636,.14504939,.12891611,.10784455,.097211,.06978672,.09839313
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Harrisburg-Carlisle, PA",25420,.0551495,.11692096,.13075112,.06236671,.04831976,.13785796,.11241952,.06792522,.08030132,.07552893
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Hartford-West Hartford-East Hartford, CT",25540,.06981132,.04597327,.06804226,.07656991,.0754018,.06996915,.05166538,.06048695,.062188,.064643
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Houston-The Woodlands-Sugar Land, TX",26420,.14340669,.1416499,.14408107,.14998618,.15176231,.15533882,.16004704,.1542915,.16382223,.18107553
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Indianapolis-Carmel-Anderson, IN",26900,.04886651,.09117258,.0892977,.05771665,.10729308,.11130013,.08047987,.08521602,.11039917,.12798935
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Jackson, MS",27140,.10743359,-97,-97,.093254,.04619448,-97,-97,.05184073,.05939975,.14264433
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Jacksonville, FL",27260,.09313173,.11772174,.12306399,.1240567,.11890467,.09350302,.08097975,.09042846,.12295972,.13054223
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Kansas City, MO-KS",28140,.08436493,.0851082,.10525212,.10548051,.09562852,.10840605,.08640541,.07489307,.11482186,.12723053
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Knoxville, TN",28940,.07326303,.11813337,.18356255,.1284072,.04783554,.07031682,.08021767,.14281458,.15953688,.16942701
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Lakeland-Winter Haven, FL",29460,.13955806,.13568686,.12612894,.13178758,.16642649,.15990445,.11494291,.13321702,.144704,.14948229
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Las Vegas-Henderson-Paradise, NV",29820,.11331812,.11906757,.11304507,.10381214,.09376023,.09357552,.11162664,.11138859,.10746864,.12261824
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Little Rock-North Little Rock-Conway, AR",30780,.07155754,.02917679,.05958965,.09062102,.04927879,.03551923,.09956094,.21767056,.19304763,.11261936
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.13920301,.1389408,.13700782,.13472311,.13240902,.13541541,.13939957,.13975541,.13514797,.13761207
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Louisville/Jefferson County, KY-IN",31140,.07434265,.09638841,.0961369,.08124433,.09916724,.15584539,.20775589,.17094906,.11140392,.10888262
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Madison, WI",31540,.03526105,.08225073,.04648663,.04398553,.05705912,.02196858,.00832809,.03473876,.03484344,.00097074
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"McAllen-Edinburg-Mission, TX",32580,.01029393,.01596304,.01054839,.01388596,.01405569,.00625181,.00430176,.00830734,.01135488,.00953665
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Memphis, TN-MS-AR",32820,.07508002,.05517275,.03501831,.05219238,.0720505,.07455418,.10325629,.09912596,.13910972,.14757194
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.36706257,.37499696,.37519854,.38021845,.37528774,.37484106,.37759927,.37554112,.37962919,.37880364
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Milwaukee-Waukesha-West Allis, WI",33340,.01244888,.01691006,.02324361,.04945837,.07686988,.06406602,.03807104,.03965829,.05480483,.05460812
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.0324543,.02568748,.02522866,.03991128,.04828477,.04649195,.05390435,.03691014,.02992566,.04568906
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.12098818,.15137938,.14647469,.13737771,.14419998,.14463803,.12830186,.11409881,.10704431,.11348586
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"New Haven-Milford, CT",35300,.09672426,.09668656,.07890017,.09364511,.11865948,.12813394,.10905532,.08870107,.11525916,.1357221
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"New Orleans-Metairie, LA",35380,.3499231,.38655502,.40423876,.3699885,.37637487,.38743106,.39859781,.36838725,.33190724,.36898574
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.19717929,.19459403,.19300775,.19361043,.19487572,.19534291,.20121317,.20829006,.20497169,.20735422
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"North Port-Sarasota-Bradenton, FL",35840,.10356887,.11041469,.08356765,.10305665,.15470402,.18247069,.14393331,.1220626,.14511719,.14454952
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Ogden-Clearfield, UT",36260,.05586284,.07724249,.12340952,.10419698,.07306776,.07065695,.03881263,.06559444,.09767814,.08180606
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Oklahoma City, OK",36420,.05163805,.03450165,.05697761,.07594339,.05145654,.05087491,.05265814,.07079674,.09805256,.13430914
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Omaha-Council Bluffs, NE-IA",36540,.13547347,.10971778,.08930845,.10816799,.08426934,.04419601,.07320575,.10362114,.12237309,.09549587
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Orlando-Kissimmee-Sanford, FL",36740,.14385812,.15564542,.18093333,.18270397,.17597553,.15286252,.16616921,.16964374,.16557594,.17154124
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.03542298,.04067165,.05625839,.04728591,.02611132,.02967926,.06030998,.06211557,.04473248,.0432213
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Palm Bay-Melbourne-Titusville, FL",37340,.13730319,.14091109,.13553426,.14833702,.17757617,.1684732,.15654652,.13872455,.15744221,.23399225
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.08138159,.0781795,.0826997,.08964615,.08422413,.08317698,.09877424,.09781867,.08677096,.09610495
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.0459389,.03818198,.03006836,.03498049,.04515881,.04038496,.03528142,.03594424,.03793286,.04435738
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Pittsburgh, PA",38300,.01386402,.01624775,.04328591,.05303462,.03195638,.01781256,.01718795,.02534695,.03636943,.03295823
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.02609932,.04854334,.05173228,.04772117,.04691877,.03456468,.03308509,.03994711,.03333516,.03523629
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Providence-Warwick, RI-MA",39300,.25866738,.26918113,.27642602,.28872725,.29173347,.28991583,.3068949,.321969,.31888503,.33126163
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Provo-Orem, UT",39340,.09712525,.04675419,.05338747,.12032084,.11309488,.04136858,.06752372,.11348296,.11087781,.08447202
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Raleigh, NC",39580,.07475913,.09501193,.11162779,.10224148,.12800133,.13888106,.13842307,.1255517,.11408621,.12452982
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Richmond, VA",40060,.13912278,.10218686,.17324655,.19910705,.17658354,.17541602,.1539645,.17600669,.24349433,.22836474
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Riverside-San Bernardino-Ontario, CA",40140,.0798288,.07668365,.08033759,.08236302,.07946116,.07572103,.0722651,.07601477,.08348901,.07987743
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Rochester, NY",40380,.04637498,.0506514,.05806296,.06809853,.09166127,.0714764,.03572023,.06033962,.08475938,.07024512
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.0259099,.03632857,.04737053,.03744792,.0283765,.03314755,.03485657,.03516303,.03935766,.03940151
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"St. Louis, MO-IL",41180,.0398115,.02930835,.02055573,.02162267,.01786777,.02703962,.04539675,.03539881,.02645513,.03008729
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Salt Lake City, UT",41620,.0475236,.04237013,.03443131,.04302568,.03967224,.0365363,.05865209,.06258124,.05504631,.07276056
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Antonio-New Braunfels, TX",41700,.0487934,.04508267,.05075652,.0419079,.0419354,.05665434,.05558934,.05474471,.06941166,.0796475
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Diego-Carlsbad, CA",41740,.02352071,.0180536,.02146117,.02129831,.02280442,.0263557,.02745695,.0232752,.01970205,.02702263
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Francisco-Oakland-Hayward, CA",41860,.07667666,.08473301,.08462279,.08539546,.08784477,.08079783,.0891985,.10084581,.09511073,.09279237
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.02864766,.03242666,.03338116,.03514774,.034602,.03431898,.03039705,.02314478,.0217679,.02840909
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.15879785,.2108548,.20305431,.31898972,.27384642,.13434072,.30951083,.49707866,.45116153,.39514709
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Seattle-Tacoma-Bellevue, WA",42660,.03293119,.04001596,.03073354,.02219626,.02562097,.02749192,.03409158,.04171787,.04326469,.04247263
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Spokane-Spokane Valley, WA",44060,.03067065,.04121406,.03157836,.03301826,.0319164,.01803452,.0440191,.04266018,.0060353,.00567363
