GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
"Population","Share","Children of Immigrants, Share",0,"Akron, OH",10420,.04154617,.03642915,.05003891,.0633997,.06235195,.06884822,.07552946,.06563712
"Population","Share","Children of Immigrants, Share",0,"Albany-Schenectady-Troy, NY",10580,.09304225,.10210077,.10761159,.11339696,.11755374,.11719891,.11358834,.12702353
"Population","Share","Children of Immigrants, Share",0,"Albuquerque, NM",10740,.195006,.20541096,.19802971,.21359859,.22376017,.20929544,.19960243,.22932126
"Population","Share","Children of Immigrants, Share",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.1281683,.14651559,.151498,.1453715,.1469488,.17554381,.16725802,.13706875
"Population","Share","Children of Immigrants, Share",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.2020207,.20808746,.21968123,.23391847,.24162108,.24078467,.24581842,.25229403
"Population","Share","Children of Immigrants, Share",0,"Augusta-Richmond County, GA-SC",12260,.05473499,.06088997,.05242274,.04997849,.06399062,.07116305,.07443998,.0775335
"Population","Share","Children of Immigrants, Share",0,"Austin-Round Rock, TX",12420,.26067546,.27046487,.27166596,.2845234,.29219085,.29355735,.30179474,.30340067
"Population","Share","Children of Immigrants, Share",0,"Bakersfield, CA",12540,.39670232,.408871,.39914477,.41153497,.42417005,.41587943,.42897856,.43539712
"Population","Share","Children of Immigrants, Share",0,"Baltimore-Columbia-Towson, MD",12580,.10600562,.11646242,.12706877,.13786933,.15408185,.15946734,.15588368,.15501709
"Population","Share","Children of Immigrants, Share",0,"Baton Rouge, LA",12940,.04273024,.0448227,.04607378,.04647746,.04647889,.04902346,.06091961,.06472373
"Population","Share","Children of Immigrants, Share",0,"Birmingham-Hoover, AL",13820,.05196372,.05205263,.05806829,.07559122,.08814098,.08774467,.08613133,.07484446
"Population","Share","Children of Immigrants, Share",0,"Boise City, ID",14260,.13080896,.13881056,.15582262,.15693119,.15154637,.15099461,.14891867,.14450112
"Population","Share","Children of Immigrants, Share",0,"Boston-Cambridge-Newton, MA-NH",14460,.2302697,.23265941,.24377766,.25282556,.26259533,.26775575,.27187511,.2872996
"Population","Share","Children of Immigrants, Share",0,"Bridgeport-Stamford-Norwalk, CT",14860,.27664241,.29877076,.324074,.32452002,.31825215,.32639736,.32434225,.32494432
"Population","Share","Children of Immigrants, Share",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.06232745,.0672791,.06355105,.07704037,.09085023,.09434974,.09203537,.0971912
"Population","Share","Children of Immigrants, Share",0,"Cape Coral-Fort Myers, FL",15980,.27514479,.28781047,.29437733,.29374093,.30337381,.31060302,.28766307,.29341477
"Population","Share","Children of Immigrants, Share",0,"Charleston-North Charleston, SC",16700,.06322504,.07294673,.07617966,.07888113,.10060938,.09673493,.07724239,.0787508
"Population","Share","Children of Immigrants, Share",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.13559267,.14160691,.15815428,.17931885,.17639606,.17017819,.17951815,.1931655
"Population","Share","Children of Immigrants, Share",0,"Chattanooga, TN-GA",16860,.05199051,.04852512,.06633812,.08098922,.0762938,.0746273,.07413394,.0685958
"Population","Share","Children of Immigrants, Share",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.28956622,.29780835,.29803437,.30436322,.30926961,.31803799,.323569,.32334769
"Population","Share","Children of Immigrants, Share",0,"Cincinnati, OH-KY-IN",17140,.05323218,.05378924,.05142153,.06246386,.07291554,.06790047,.06763681,.07475325
"Population","Share","Children of Immigrants, Share",0,"Cleveland-Elyria, OH",17460,.07059988,.07351694,.07921956,.08223253,.07938027,.08189041,.08048533,.07609187
"Population","Share","Children of Immigrants, Share",0,"Colorado Springs, CO",17820,.13238399,.12324944,.12536032,.13332494,.13616531,.1341275,.12975441,.13384467
"Population","Share","Children of Immigrants, Share",0,"Columbia, SC",17900,.05716826,.07191317,.07857849,.07886367,.07935669,.07471539,.08218554,.08302993
"Population","Share","Children of Immigrants, Share",0,"Columbus, OH",18140,.09047343,.09410753,.10248271,.10984348,.12219609,.12257706,.12958634,.14589144
"Population","Share","Children of Immigrants, Share",0,"Dallas-Fort Worth-Arlington, TX",19100,.31941289,.32406878,.32805616,.34268427,.34989846,.34924886,.35518536,.35656103
"Population","Share","Children of Immigrants, Share",0,"Dayton, OH",19380,.03835426,.03653929,.05248125,.05959012,.06656387,.06624362,.05418557,.0592323
"Population","Share","Children of Immigrants, Share",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.12211999,.13926636,.13680032,.13204238,.13254656,.14396347,.13913973,.12888141
"Population","Share","Children of Immigrants, Share",0,"Denver-Aurora-Lakewood, CO",19740,.240219,.24273179,.25221023,.24900812,.24872641,.25307527,.2545923,.26440641
"Population","Share","Children of Immigrants, Share",0,"Des Moines-West Des Moines, IA",19780,.11616436,.12050181,.13155186,.13532402,.14018124,.14881997,.13794802,.1456977
"Population","Share","Children of Immigrants, Share",0,"Detroit-Warren-Dearborn, MI",19820,.14042711,.14308514,.14562827,.14584158,.14872417,.15228826,.1651888,.17843604
"Population","Share","Children of Immigrants, Share",0,"El Paso, TX",21340,.50368989,.48486096,.49399281,.47760418,.46094805,.46376544,.45588052,.4447394
"Population","Share","Children of Immigrants, Share",0,"Fresno, CA",23420,.43145537,.43148974,.4160479,.4212034,.435323,.43698162,.43880618,.43152297
"Population","Share","Children of Immigrants, Share",0,"Grand Rapids-Wyoming, MI",24340,.10331058,.11099131,.11003808,.1030578,.1045175,.12174466,.12715694,.12503117
"Population","Share","Children of Immigrants, Share",0,"Greensboro-High Point, NC",24660,.1348561,.13884796,.15779868,.1574271,.16216804,.16169588,.17978299,.19032049
"Population","Share","Children of Immigrants, Share",0,"Greenville-Anderson-Mauldin, SC",24860,.08140294,.0895827,.0866698,.10621966,.12063161,.10925917,.10870176,.11250061
"Population","Share","Children of Immigrants, Share",0,"Harrisburg-Carlisle, PA",25420,.06390648,.08191451,.08060858,.08346357,.08040243,.08275266,.09200732,.10854725
"Population","Share","Children of Immigrants, Share",0,"Hartford-West Hartford-East Hartford, CT",25540,.16533287,.17773452,.16822974,.1899444,.19864279,.19224919,.19509469,.21242897
"Population","Share","Children of Immigrants, Share",0,"Houston-The Woodlands-Sugar Land, TX",26420,.38046312,.38089824,.38950422,.40243196,.41085815,.41612786,.41713578,.41528881
"Population","Share","Children of Immigrants, Share",0,"Indianapolis-Carmel-Anderson, IN",26900,.07688055,.0858277,.09864151,.10489295,.10638594,.11153308,.11347104,.1127851
"Population","Share","Children of Immigrants, Share",0,"Jackson, MS",27140,.02712335,.02111852,.02558604,.0304125,.02942999,.03032008,.02489685,.02994264
"Population","Share","Children of Immigrants, Share",0,"Jacksonville, FL",27260,.11188146,.11270829,.11088499,.13013296,.13725241,.12816793,.1282161,.14548151
"Population","Share","Children of Immigrants, Share",0,"Kansas City, MO-KS",28140,.10072152,.10329639,.11128552,.11328119,.10903445,.11969607,.12298907,.12620243
"Population","Share","Children of Immigrants, Share",0,"Knoxville, TN",28940,.04589646,.05476243,.05924175,.0599774,.07441757,.08598627,.08310211,.07429575
"Population","Share","Children of Immigrants, Share",0,"Lakeland-Winter Haven, FL",29460,.17851926,.18176687,.19607836,.21160862,.21778932,.21105085,.21034312,.19312367
"Population","Share","Children of Immigrants, Share",0,"Las Vegas-Henderson-Paradise, NV",29820,.36353633,.38863048,.39426443,.38992378,.39542475,.40249377,.39927918,.39752635
"Population","Share","Children of Immigrants, Share",0,"Little Rock-North Little Rock-Conway, AR",30780,.06121972,.06938767,.08463084,.08528376,.07751869,.07195876,.07268125,.07233018
"Population","Share","Children of Immigrants, Share",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.57485551,.57682103,.57554513,.5722841,.57132119,.56547058,.5706808,.57418376
"Population","Share","Children of Immigrants, Share",0,"Louisville/Jefferson County, KY-IN",31140,.05421058,.05903366,.06695509,.07579055,.08252084,.09501339,.11106507,.10931849
"Population","Share","Children of Immigrants, Share",0,"Madison, WI",31540,.08931618,.09916577,.10875371,.09720296,.10955469,.14132978,.13734268,.13927326
"Population","Share","Children of Immigrants, Share",0,"McAllen-Edinburg-Mission, TX",32580,.54608268,.5574283,.57155371,.58232546,.5735864,.58178735,.58752543,.56822205
"Population","Share","Children of Immigrants, Share",0,"Memphis, TN-MS-AR",32820,.07237497,.07368103,.08095053,.0881857,.09221253,.09265497,.09842427,.10075503
"Population","Share","Children of Immigrants, Share",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.53082949,.52852184,.52406663,.52937973,.5347445,.5379104,.54775727,.55471784
"Population","Share","Children of Immigrants, Share",0,"Milwaukee-Waukesha-West Allis, WI",33340,.10227759,.11303882,.1213834,.13500158,.13847485,.12884261,.12994878,.13374108
"Population","Share","Children of Immigrants, Share",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.15911506,.16448101,.16739592,.17755517,.19129132,.19691518,.20045607,.20201492
"Population","Share","Children of Immigrants, Share",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.1095949,.12370419,.14145163,.14396304,.14222428,.15296866,.15786535,.15966712
"Population","Share","Children of Immigrants, Share",0,"New Haven-Milford, CT",35300,.1587847,.17148468,.17972295,.18284416,.19975029,.21178573,.21335182,.20665696
"Population","Share","Children of Immigrants, Share",0,"New Orleans-Metairie, LA",35380,.08193865,.09021087,.09336717,.09520229,.10235542,.09852086,.09011389,.1024891
"Population","Share","Children of Immigrants, Share",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.40115252,.41235089,.41979864,.41742781,.42001614,.42495653,.43636569,.44623575
"Population","Share","Children of Immigrants, Share",0,"North Port-Sarasota-Bradenton, FL",35840,.21912454,.2334594,.20892736,.23029815,.25147173,.24795872,.26471335,.24991243
"Population","Share","Children of Immigrants, Share",0,"Ogden-Clearfield, UT",36260,.10713836,.11272187,.11643305,.10892696,.10479331,.11008978,.11591808,.10509296
"Population","Share","Children of Immigrants, Share",0,"Oklahoma City, OK",36420,.13583256,.15243112,.14394121,.13706626,.14773758,.16687478,.16857585,.15902859
"Population","Share","Children of Immigrants, Share",0,"Omaha-Council Bluffs, NE-IA",36540,.10841486,.10623472,.11305778,.12579575,.1373952,.13931999,.15908009,.1539454
"Population","Share","Children of Immigrants, Share",0,"Orlando-Kissimmee-Sanford, FL",36740,.26109442,.26922917,.27005628,.28094673,.27482715,.2672886,.29017967,.30053666
"Population","Share","Children of Immigrants, Share",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.41486719,.42579526,.4199104,.42251733,.45250303,.44162431,.43336222,.43497369
"Population","Share","Children of Immigrants, Share",0,"Palm Bay-Melbourne-Titusville, FL",37340,.13898857,.14711036,.13717519,.13848823,.14245932,.14409071,.12967549,.14587055
"Population","Share","Children of Immigrants, Share",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.12580769,.13511527,.14515349,.1482119,.15151776,.15763804,.16556258,.17451078
"Population","Share","Children of Immigrants, Share",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.31115019,.32781011,.33167523,.3275671,.31489199,.2948069,.29631233,.30170661
"Population","Share","Children of Immigrants, Share",0,"Pittsburgh, PA",38300,.04247296,.03986308,.04313255,.04812337,.05240181,.05066852,.05062425,.05658319
"Population","Share","Children of Immigrants, Share",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.22711268,.23318644,.24339154,.25632307,.26245019,.26066804,.26669374,.27777493
"Population","Share","Children of Immigrants, Share",0,"Providence-Warwick, RI-MA",39300,.21284239,.21280918,.21276325,.20582436,.19835865,.20188215,.20846787,.21307045
"Population","Share","Children of Immigrants, Share",0,"Provo-Orem, UT",39340,.13495301,.13739055,.13791543,.13794923,.12257236,.12756777,.14691161,.14280972
"Population","Share","Children of Immigrants, Share",0,"Raleigh, NC",39580,.16819385,.18186045,.207872,.22259776,.22712371,.23438393,.22839752,.22060715
"Population","Share","Children of Immigrants, Share",0,"Richmond, VA",40060,.09607743,.0950943,.09829457,.10827895,.12246566,.13172083,.12986566,.13075724
"Population","Share","Children of Immigrants, Share",0,"Riverside-San Bernardino-Ontario, CA",40140,.41613072,.41939449,.42803293,.42409989,.42033735,.41047743,.4163526,.42213908
"Population","Share","Children of Immigrants, Share",0,"Rochester, NY",40380,.09589951,.08608787,.08940937,.08956098,.09466203,.09781463,.093147,.10114215
"Population","Share","Children of Immigrants, Share",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.30411988,.31735769,.32679996,.31398138,.32596049,.35145462,.35382667,.35082385
"Population","Share","Children of Immigrants, Share",0,"St. Louis, MO-IL",41180,.06478798,.06115284,.06202867,.06415796,.06942487,.08142687,.07928254,.07523336
"Population","Share","Children of Immigrants, Share",0,"Salt Lake City, UT",41620,.17814167,.19165246,.1990391,.20140669,.20056865,.21016444,.21360782,.21800259
"Population","Share","Children of Immigrants, Share",0,"San Antonio-New Braunfels, TX",41700,.20235121,.20311707,.21334814,.21884869,.21948968,.22843507,.23559131,.2266565
"Population","Share","Children of Immigrants, Share",0,"San Diego-Carlsbad, CA",41740,.43173862,.42443398,.42221406,.43241224,.44920596,.45184863,.44662443,.4536266
"Population","Share","Children of Immigrants, Share",0,"San Francisco-Oakland-Hayward, CA",41860,.47619542,.48244947,.474659,.48363271,.49676472,.49696255,.50318277,.50813252
"Population","Share","Children of Immigrants, Share",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.58186817,.58372468,.5922007,.60118651,.60024714,.61064911,.62487191,.62000775
"Population","Share","Children of Immigrants, Share",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.0490721,.04558896,.05966692,.06860887,.0847146,.09072629,.09053316,.09780373
"Population","Share","Children of Immigrants, Share",0,"Seattle-Tacoma-Bellevue, WA",42660,.2543042,.26997936,.26557297,.27343702,.29202336,.30411419,.3051551,.31774619
"Population","Share","Children of Immigrants, Share",0,"Spokane-Spokane Valley, WA",44060,.09341797,.10261018,.11423936,.12535894,.12409443,.1360734,.1205016,.09277233
"Population","Share","Children of Immigrants, Share",0,"Springfield, MA",44140,.10464742,.11001292,.12973478,.13979471,.13875341,.14244227,.14845473,.13636117
"Population","Share","Children of Immigrants, Share",0,"Stockton-Lodi, CA",44700,.41976386,.439046,.44223705,.42969647,.42839038,.43243477,.44683206,.45371237
"Population","Share","Children of Immigrants, Share",0,"Syracuse, NY",45060,.05886618,.07593148,.07531948,.06822539,.07797999,.09594222,.1044988,.09468741
"Population","Share","Children of Immigrants, Share",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.19305137,.20137329,.19939801,.19431335,.2007734,.20653006,.21882491,.22365026
"Population","Share","Children of Immigrants, Share",0,"Toledo, OH",45780,.03910296,.04363782,.05324378,.05158349,.06392153,.06487765,.04500208,.0496638
"Population","Share","Children of Immigrants, Share",0,"Tucson, AZ",46060,.26827455,.26372144,.26041663,.26345593,.27554861,.26837426,.26248118,.26039499
"Population","Share","Children of Immigrants, Share",0,"Tulsa, OK",46140,.09186187,.09179933,.09963066,.11469039,.12070751,.11176327,.11610889,.12474128
"Population","Share","Children of Immigrants, Share",0,"Urban Honolulu, HI",46520,.27180833,.25667456,.29348269,.28948295,.2792998,.29368776,.30324298,.29976469
"Population","Share","Children of Immigrants, Share",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.08296996,.08087269,.08118905,.09185003,.10142308,.1077074,.11067335,.10993125
"Population","Share","Children of Immigrants, Share",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.3038829,.31394991,.32846141,.33227649,.3434912,.3569915,.36339742,.36976629
"Population","Share","Children of Immigrants, Share",0,"Wichita, KS",48620,.11757796,.133312,.12254009,.1184264,.13521387,.15797332,.16910639,.16664651
"Population","Share","Children of Immigrants, Share",0,"Winston-Salem, NC",49180,.12295628,.14811671,.16106516,.16020371,.16467182,.18575117,.19171625,.17828296
"Population","Share","Children of Immigrants, Share",0,"Worcester, MA-CT",49340,.13173659,.13171251,.14170262,.15979603,.16904292,.1723032,.16739208,.19416036
"Population","Share","Children of Immigrants, Share",0,"Youngstown-Warren-Boardman, OH-PA",49660,.02461063,.0274574,.02876214,.02215673,.021641,.02038129,.01913934,.02756359
"Population","TotalNum","Total Number of Children of Immigrants",,"",,,,,,,,,
"Population","Percent","Percent of Children of Immigrants",0,"Akron, OH",10420,.00050871,.0004347,.00060772,.00071238,.0007004,.00075402,.00074546,.00056689
"Population","Percent","Percent of Children of Immigrants",0,"Albany-Schenectady-Troy, NY",10580,.00108101,.0011799,.00121544,.00124666,.00128407,.00127603,.0012042,.00130385
"Population","Percent","Percent of Children of Immigrants",0,"Albuquerque, NM",10740,.00247997,.00260821,.00249164,.00267142,.00280161,.00261006,.00246574,.00277778
"Population","Percent","Percent of Children of Immigrants",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.00165331,.00192511,.00200547,.00189967,.00192611,.00226205,.00194965,.00141723
"Population","Percent","Percent of Children of Immigrants",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.01710543,.01807117,.01920389,.02036213,.02037005,.01966243,.01984059,.02018141
"Population","Percent","Percent of Children of Immigrants",0,"Augusta-Richmond County, GA-SC",12260,.00050871,.0005589,.00048617,.00041555,.0005253,.00058001,.00063077,.00062358
"Population","Percent","Percent of Children of Immigrants",0,"Austin-Round Rock, TX",12420,.00610454,.00658262,.00686721,.0072425,.00735423,.00748216,.00779861,.00787982
"Population","Percent","Percent of Children of Immigrants",0,"Bakersfield, CA",12540,.00585018,.00596162,.00577332,.00593648,.00624526,.00614814,.0063077,.00634921
"Population","Percent","Percent of Children of Immigrants",0,"Baltimore-Columbia-Towson, MD",12580,.00432405,.00465752,.00492252,.00510537,.00560322,.00574213,.0055049,.00544218
"Population","Percent","Percent of Children of Immigrants",0,"Baton Rouge, LA",12940,.00050871,.0005589,.00054695,.00053428,.0005253,.00058001,.00068811,.00073696
"Population","Percent","Percent of Children of Immigrants",0,"Birmingham-Hoover, AL",13820,.00082666,.0008073,.00097235,.00124666,.00140081,.00133403,.00131888,.00113379
"Population","Percent","Percent of Children of Immigrants",0,"Boise City, ID",14260,.00127178,.00136621,.00158007,.00154348,.00151754,.00150803,.00149091,.00141723
"Population","Percent","Percent of Children of Immigrants",0,"Boston-Cambridge-Newton, MA-NH",14460,.01666031,.01627026,.01652993,.01662214,.01680966,.01693637,.01674408,.01729025
"Population","Percent","Percent of Children of Immigrants",0,"Bridgeport-Stamford-Norwalk, CT",14860,.00394252,.00409862,.00437557,.00433363,.00420242,.00429209,.00418602,.00413832
"Population","Percent","Percent of Children of Immigrants",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.00101742,.0010557,.00097235,.00112793,.00128407,.00133403,.00126154,.00130385
"Population","Percent","Percent of Children of Immigrants",0,"Cape Coral-Fort Myers, FL",15980,.00197126,.00211141,.00218778,.00207777,.00215958,.00220405,.002007,.00204082
"Population","Percent","Percent of Children of Immigrants",0,"Charleston-North Charleston, SC",16700,.0005723,.0006831,.00072926,.00071238,.0008755,.00087002,.00068811,.00073696
"Population","Percent","Percent of Children of Immigrants",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.00451482,.00478172,.00540869,.00617394,.00601179,.00580013,.00602099,.00634921
"Population","Percent","Percent of Children of Immigrants",0,"Chattanooga, TN-GA",16860,.00038153,.0003726,.00048617,.00059365,.0005253,.00052201,.00051608,.00045351
"Population","Percent","Percent of Children of Immigrants",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.04572046,.04576787,.04454573,.04410804,.0433666,.04355896,.04340845,.04234694
"Population","Percent","Percent of Children of Immigrants",0,"Cincinnati, OH-KY-IN",17140,.00178049,.00173881,.00164084,.00195904,.00221794,.00203004,.002007,.00221088
"Population","Percent","Percent of Children of Immigrants",0,"Cleveland-Elyria, OH",17460,.0022892,.00229771,.0023701,.00237459,.00221794,.00226205,.00212168,.00198413
"Population","Percent","Percent of Children of Immigrants",0,"Colorado Springs, CO",17820,.00133537,.001242,.00127621,.00130603,.00134244,.00133403,.00126154,.00130385
"Population","Percent","Percent of Children of Immigrants",0,"Columbia, SC",17900,.00069948,.0008694,.00091158,.00094984,.00093387,.00087002,.00091748,.00085034
"Population","Percent","Percent of Children of Immigrants",0,"Columbus, OH",18140,.00254356,.00267031,.00285627,.00296824,.00326855,.00330607,.00349791,.00391156
"Population","Percent","Percent of Children of Immigrants",0,"Dallas-Fort Worth-Arlington, TX",19100,.03351138,.03421723,.03476147,.03644998,.03677114,.0364828,.03704341,.03701814
"Population","Percent","Percent of Children of Immigrants",0,"Dayton, OH",19380,.00044512,.0004347,.00060772,.00065301,.0007004,.00069602,.00057343,.00062358
"Population","Percent","Percent of Children of Immigrants",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.00089025,.0009936,.00091158,.00089047,.00081714,.00087002,.00086014,.00079365
"Population","Percent","Percent of Children of Immigrants",0,"Denver-Aurora-Lakewood, CO",19740,.00934758,.00931503,.00966272,.009439,.00928034,.00939621,.00934687,.00963719
"Population","Percent","Percent of Children of Immigrants",0,"Des Moines-West Des Moines, IA",19780,.00095383,.0009936,.00109389,.00112793,.00110897,.00121803,.00114685,.00124717
"Population","Percent","Percent of Children of Immigrants",0,"Detroit-Warren-Dearborn, MI",19820,.01023782,.01006024,.00984503,.00937964,.0091636,.0091062,.00957624,.0100907
"Population","Percent","Percent of Children of Immigrants",0,"El Paso, TX",21340,.0075035,.00707943,.00698876,.00664886,.00647873,.00655414,.00636504,.00606576
"Population","Percent","Percent of Children of Immigrants",0,"Fresno, CA",23420,.0075035,.00726573,.00680644,.00682695,.00706239,.00707616,.00699581,.00680272
"Population","Percent","Percent of Children of Immigrants",0,"Grand Rapids-Wyoming, MI",24340,.0017169,.00180091,.00176238,.00160285,.00157591,.00179804,.00183497,.00181406
"Population","Percent","Percent of Children of Immigrants",0,"Greensboro-High Point, NC",24660,.00139896,.00142831,.00158007,.00160285,.00163427,.00162404,.00183497,.00204082
"Population","Percent","Percent of Children of Immigrants",0,"Greenville-Anderson-Mauldin, SC",24860,.00101742,.0011178,.00109389,.00130603,.00151754,.00133403,.00126154,.00124717
"Population","Percent","Percent of Children of Immigrants",0,"Harrisburg-Carlisle, PA",25420,.00044512,.0005589,.00054695,.00059365,.00058367,.00058001,.00063077,.00073696
"Population","Percent","Percent of Children of Immigrants",0,"Hartford-West Hartford-East Hartford, CT",25540,.00279791,.00298081,.00273473,.0030276,.00309345,.00295807,.00292448,.00311791
"Population","Percent","Percent of Children of Immigrants",0,"Houston-The Woodlands-Sugar Land, TX",26420,.03681801,.03713594,.03780006,.03918077,.03992296,.04031089,.04031194,.04013605
"Population","Percent","Percent of Children of Immigrants",0,"Indianapolis-Carmel-Anderson, IN",26900,.0022892,.00254611,.00291705,.0030276,.00303508,.00319007,.00321119,.0031746
"Population","Percent","Percent of Children of Immigrants",0,"Jackson, MS",27140,.00025436,,,.00029682,.00023347,,,.00022676
"Population","Percent","Percent of Children of Immigrants",0,"Jacksonville, FL",27260,.0022892,.00223561,.00218778,.00249332,.00256814,.00237805,.00235105,.00260771
"Population","Percent","Percent of Children of Immigrants",0,"Kansas City, MO-KS",28140,.00311586,.00316711,.00340322,.00338379,.00326855,.00353808,.00355525,.00362812
"Population","Percent","Percent of Children of Immigrants",0,"Knoxville, TN",28940,.00050871,.000621,.00066849,.00065301,.00081714,.00092802,.00086014,.00073696
"Population","Percent","Percent of Children of Immigrants",0,"Lakeland-Winter Haven, FL",29460,.00146255,.00149041,.00164084,.00178094,.00180937,.00174004,.00172028,.0015873
"Population","Percent","Percent of Children of Immigrants",0,"Las Vegas-Henderson-Paradise, NV",29820,.01049218,.01142644,.01172896,.01151677,.01143991,.01142625,.01123918,.01105442
"Population","Percent","Percent of Children of Immigrants",0,"Little Rock-North Little Rock-Conway, AR",30780,.00063589,.0006831,.00085081,.00083111,.00075877,.00069602,.00074546,.00073696
"Population","Percent","Percent of Children of Immigrants",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.1330281,.12699497,.12130052,.11623627,.11083873,.10654835,.10361832,.09994331
"Population","Percent","Percent of Children of Immigrants",0,"Louisville/Jefferson County, KY-IN",31140,.00095383,.0010557,.00115466,.00130603,.00140081,.00162404,.00189231,.00181406
"Population","Percent","Percent of Children of Immigrants",0,"Madison, WI",31540,.00069948,.0008073,.00085081,.00071238,.00081714,.00110202,.00103217,.0010771
"Population","Percent","Percent of Children of Immigrants",0,"McAllen-Edinburg-Mission, TX",32580,.00845733,.00869403,.00893345,.00908281,.00904687,.0091642,.00923218,.00890023
"Population","Percent","Percent of Children of Immigrants",0,"Memphis, TN-MS-AR",32820,.00152614,.00161461,.00170161,.00184031,.00186774,.00185604,.00194965,.00198413
"Population","Percent","Percent of Children of Immigrants",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.04304973,.04067565,.03840778,.03834966,.03817195,.03752683,.03790355,.03803855
"Population","Percent","Percent of Children of Immigrants",0,"Milwaukee-Waukesha-West Allis, WI",33340,.00254356,.00273241,.00285627,.00308697,.00309345,.00284206,.00280979,.00283447
"Population","Percent","Percent of Children of Immigrants",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.00833015,.00838353,.00832574,.0086079,.00922197,.00951221,.00957624,.00952381
"Population","Percent","Percent of Children of Immigrants",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.00254356,.00298081,.00346399,.00344316,.00338528,.00365408,.00372728,.00379819
"Population","Percent","Percent of Children of Immigrants",0,"New Haven-Milford, CT",35300,.00197126,.00204931,.00212701,.00207777,.00221794,.00232005,.00229371,.00215419
"Population","Percent","Percent of Children of Immigrants",0,"New Orleans-Metairie, LA",35380,.00152614,.0013041,.00127621,.00130603,.00140081,.00127603,.00131888,.00164399
"Population","Percent","Percent of Children of Immigrants",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.11999237,.11873564,.11704649,.11374295,.1110722,.10991242,.11118757,.11201814
"Population","Percent","Percent of Children of Immigrants",0,"North Port-Sarasota-Bradenton, FL",35840,.0017169,.00180091,.00164084,.00172158,.00186774,.00179804,.00189231,.00181406
"Population","Percent","Percent of Children of Immigrants",0,"Ogden-Clearfield, UT",36260,.00127178,.00136621,.00139775,.00130603,.00128407,.00139203,.00143357,.00130385
"Population","Percent","Percent of Children of Immigrants",0,"Oklahoma City, OK",36420,.00247997,.00285661,.00267396,.00249332,.00268488,.00307407,.00309651,.00294785
"Population","Percent","Percent of Children of Immigrants",0,"Omaha-Council Bluffs, NE-IA",36540,.00146255,.00142831,.0015193,.00166221,.00175101,.00179804,.00206434,.00204082
"Population","Percent","Percent of Children of Immigrants",0,"Orlando-Kissimmee-Sanford, FL",36740,.00794862,.00801093,.00802188,.00825171,.00799626,.00777217,.00837204,.00861678
"Population","Percent","Percent of Children of Immigrants",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.00572301,.00558902,.00528715,.0052241,.00554485,.00539412,.00521819,.00510204
"Population","Percent","Percent of Children of Immigrants",0,"Palm Bay-Melbourne-Titusville, FL",37340,.00095383,.0009936,.00091158,.00089047,.0008755,.00087002,.0008028,.00085034
"Population","Percent","Percent of Children of Immigrants",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.01138242,.01192324,.01239745,.01228851,.01231541,.01264428,.0130168,.01349206
"Population","Percent","Percent of Children of Immigrants",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.02092077,.02241818,.02309329,.02279608,.02089535,.01873441,.01869373,.01904762
"Population","Percent","Percent of Children of Immigrants",0,"Pittsburgh, PA",38300,.00133537,.001242,.00127621,.00136539,.00145917,.00139203,.00137623,.00147392
