GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Nevada","NV",.1036382,.1089173,.1085147,.1071113,.0997559,.0960928,.1074754,.1030288,.09673689
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"New Hampshire","NH",.0879608,.0841248,.0553978,.056087,.0872996,.0651557,.0607089,.0668574,.10640813
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"New Jersey","NJ",.1636714,.1633373,.1636167,.1633494,.1687324,.168334,.1754667,.1816934,.17754273
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"New Mexico","NM",.0383688,.0356849,.0387202,.0318541,.023067,.0324396,.0315194,.0200086,.02464425
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"New York","NY",.1981478,.1932312,.1932181,.1939859,.1922022,.1899111,.1934586,.199995,.19923551
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"North Carolina","NC",.1280778,.1288042,.1293475,.1286698,.1372217,.1504483,.1473359,.15051,.15805101
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"North Dakota","ND",.1389644,-97,-97,0,.0154986,.015085,.0032874,.0118467,.00643171
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Ohio","OH",.0410165,.0432801,.047524,.0659097,.0529059,.0486992,.0599661,.0594248,.06189768
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Oklahoma","OK",.044932,.0409385,.0512424,.0531802,.0447357,.0556791,.0625813,.063837,.07486707
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Oregon","OR",.0398753,.044941,.0516,.0490872,.0416347,.0366107,.036159,.0376476,.03451239
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Pennsylvania","PA",.0988007,.1099505,.1159158,.1256928,.1161668,.1178411,.1359502,.1320074,.13411947
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Rhode island","RI",.3387881,.3443968,.3453462,.3622317,.3702793,.3538887,.3810266,.4182126,.40022948
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"South Carolina","SC",.0919355,.077107,.0924998,.1092241,.1198835,.1028351,.0934041,.1113499,.10719072
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"South Dakota","SD",.0131656,.164626,.1483192,.0954511,.1051306,.0564068,.1200823,.1726302,.11594667
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Tennessee","TN",.0903708,.1052711,.1143587,.110984,.1116461,.1248799,.1236106,.1184945,.1308753
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Texas","TX",.0781024,.0747934,.0751118,.0805961,.0810819,.0805709,.0835663,.0834772,.08758369
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"United States","US",.1120918,.1106881,.1108951,.1140392,.1143427,.1132109,.1160946,.1180883,.11892462
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Utah","UT",.0575632,.0470717,.0521936,.0742747,.0667017,.0476451,.0606693,.0727348,.06997935
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Vermont","VT",.0180022,.0145099,0,0,.0119837,.0157227,.0046772,0,.01138894
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Virginia","VA",.1706129,.1702885,.1821997,.2002219,.198562,.1939261,.1940773,.2038795,.21886086
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Washington","WA",.0303183,.0402716,.0300509,.0246518,.028603,.0239126,.0259949,.0328815,.03751806
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"West Virginia","WV",.0255486,.0361135,.0595884,.0768017,.1765253,.1612628,.1284269,.0795981,.02960236
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Wisconsin","WI",.0285616,.0406466,.0281041,.037151,.0575822,.0516735,.0314641,.0309331,.03195393
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Wyoming","WY",0,0,.0970777,.1197193,.0689992,.0826814,.0825238,.0341704,.05403658
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Alabama","AL",.0997252,.1204362,.1243959,.1066651,.0889245,.1035278,.1062676,.1043997,.10683627
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Alaska","AK",.3376171,.3100665,.3560204,.3369271,.311285,.3670918,.419422,.5100091,.39806712
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Arizona","AZ",.0452617,.0440528,.0401065,.0433816,.0517142,.050469,.0481058,.0486317,.05314606
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Arkansas","AR",.0770211,.0715871,.0591814,.0583401,.0583592,.0513387,.0549093,.0539104,.06828988
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"California","CA",.1290252,.1301775,.1307543,.1289648,.13258,.1331334,.1330288,.1343643,.13385125
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Colorado","CO",.0685509,.0722981,.0680774,.0666859,.0614322,.0610073,.0618026,.0603264,.05460257
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Connecticut","CT",.0818522,.0813199,.0833776,.079427,.0802975,.0824929,.0879701,.0885746,.08952814
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Delaware","DE",.0698983,.0957059,.0960591,.083646,.0993048,.0975058,.0592516,.0688448,.09914692
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"District of Columbia","DC",.0913177,.0767827,.0703723,.0653956,.0613184,.0692227,.0568278,.0446132,.05857379
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Florida","FL",.0375128,.0406485,.0410373,.0401943,.0385989,.0402856,.0402577,.0405379,.0399897
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Georgia","GA",.0822097,.0791564,.0731986,.0672031,.0674272,.0796138,.0849285,.0730404,.06950101
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Hawaii","HI",.7849602,.7539406,.710324,.7184706,.7531805,.7446333,.7536502,.7917624,.80346978
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Idaho","ID",.0451557,.044481,.0477209,.0529708,.0718272,.0678928,.0609629,.0633937,.05448038
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Illinois","IL",.0836276,.0772719,.0732765,.0784391,.0860694,.088258,.0823176,.0774621,.0825749
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Indiana","IN",.1056014,.090345,.0778497,.0799762,.0839989,.0769347,.0788432,.0934871,.08942321
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Iowa","IA",.0879379,.1103361,.1159072,.1035099,.0752691,.0661414,.0796854,.0902287,.08310241
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Kansas","KS",.081302,.0722778,.067197,.0655187,.0712292,.0700117,.0677775,.0653349,.05234073
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Kentucky","KY",.1001892,.1144728,.113184,.0992828,.1144819,.0922999,.0793736,.080758,.07947866
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Louisiana","LA",.0798037,.0922237,.0992541,.1045576,.1038619,.1077778,.1051586,.0846538,.08125748
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Maine","ME",.1343267,.0776572,.078807,.0979812,.1191254,.1398655,.1198929,.1344668,.12078942
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Maryland","MD",.1425793,.1437326,.1331697,.1191625,.124828,.133499,.1244909,.1194433,.1209244
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Massachusetts","MA",.088405,.0965173,.0919967,.0923109,.0930329,.0947951,.0982227,.099032,.09997948
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Michigan","MI",.102426,.1170479,.1061068,.0966851,.1023503,.1019187,.0970212,.102914,.10217119
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Minnesota","MN",.071835,.078209,.0766412,.0721675,.0699956,.0713264,.0799032,.0767548,.07349706
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Mississippi","MS",.1222874,.1438119,.157323,.1139501,.0922833,.110569,.1493137,.1656081,.13098812
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Missouri","MO",.1448922,.169691,.1538763,.1357016,.1238883,.1193012,.1364975,.1232743,.11476462
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Montana","MT",.2189331,.1891739,.0901884,.1766348,.1998475,.0990782,.1915574,.2091119,.11189591
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Nebraska","NE",.0509517,.0668928,.0698243,.0455577,.0390379,.0489693,.0451589,.0469042,.04462834
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Nevada","NV",.1248852,.1234155,.1168755,.1272964,.1518158,.1494621,.1330956,.1314857,.13049382
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"New Hampshire","NH",.0944247,.1191028,.0998153,.1140798,.1457292,.1392943,.1105855,.1045406,.11242844
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"New Jersey","NJ",.1370391,.1287711,.1210772,.1260636,.1229307,.1190824,.1223953,.1133125,.10807426
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"New Mexico","NM",.0372098,.0367256,.0418829,.0376681,.0345724,.0390523,.0424412,.0367741,.02893216
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"New York","NY",.104995,.1053982,.1050678,.1133592,.1144295,.109763,.1073294,.1085843,.10869318
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"North Carolina","NC",.0610755,.0600965,.0602973,.0573587,.0568547,.0567698,.0600335,.0596583,.05763509
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"North Dakota","ND",.0563859,-97,-97,.1114885,.1336115,.1066722,.0786878,.1593031,.18207487
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Ohio","OH",.1190959,.1288848,.1373402,.1322481,.1272643,.1251262,.1190778,.1102019,.10863312
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Oklahoma","OK",.0822602,.0744363,.0648543,.0719754,.0699313,.0571004,.0641996,.0628674,.06729665
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Oregon","OR",.1044996,.1213077,.1179259,.1088847,.1148318,.1137819,.1129153,.1084812,.11045907
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Pennsylvania","PA",.1242057,.1235848,.1189356,.115063,.1175809,.1176275,.1215552,.1253252,.12072335
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Rhode island","RI",.0405672,.0504638,.0503924,.0419521,.0438079,.0430811,.0459474,.0654223,.0630373
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"South Carolina","SC",.0933533,.075905,.0751679,.0810958,.0698531,.0762777,.0933989,.0837714,.07149674
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"South Dakota","SD",.1226832,.1308048,.1630957,.1612305,.0888855,.08801,.0623296,.0178604,.07618306
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Tennessee","TN",.092784,.087638,.0899998,.0782994,.0777834,.0726059,.0735594,.0794598,.07842801
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Texas","TX",.0426056,.0422049,.0419883,.0416409,.0404807,.0412918,.0434856,.0441193,.04310483
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"United States","US",.1014737,.1009247,.0984681,.0974514,.0992483,.0995771,.0993011,.0988569,.09738842
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Utah","UT",.1088468,.1080535,.106573,.1151481,.1115874,.1050421,.0949842,.0958352,.09290165
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Vermont","VT",.0879562,.1325605,.1153058,.1911193,.1413819,.0123801,.0982921,.162719,.16720748
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Virginia","VA",.1719649,.1731115,.1486622,.1432865,.1526286,.1525533,.140186,.1363321,.12982787
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Washington","WA",.1762106,.1667392,.1616202,.1590866,.1582954,.152267,.1512643,.1550434,.14769451
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"West Virginia","WV",.1414807,.1037767,.1114124,.1658995,.1920776,.1618896,.1567966,.1804075,.22339158
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Wisconsin","WI",.0943185,.0870834,.0842424,.069958,.0694151,.0723073,.0723355,.0594002,.06007831
"Country_of_Origin_of_Parents","eAsia",86,"Parents from East Asia & Pacific","East Asia & Pacific",1,"Wyoming","WY",.0665151,.022247,.0645979,.1443131,.1225644,.0572565,.1062302,.114385,.09135415
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Alabama","AL",.1497367,.1148468,.1293363,.1187213,.0955791,.0923659,.0982592,.0949382,.0831893
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Alaska","AK",.2605632,.2136138,.2108968,.1798292,.1417393,.2748267,.2696748,.1745715,.18944967
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Arizona","AZ",.0679096,.0702228,.0705556,.0657539,.0620414,.0668295,.0664097,.0660497,.07434016
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Arkansas","AR",.0717032,.0794563,.0688274,.0502402,.0741748,.1136419,.0920793,.0609342,.06487878
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"California","CA",.0607703,.0575815,.0577853,.0597337,.057683,.0562463,.0570748,.0582223,.05927338
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Colorado","CO",.1418469,.1395009,.1340585,.1230056,.1212763,.1163361,.1165256,.120858,.12132413
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Connecticut","CT",.3216847,.3096124,.2858696,.2618493,.2545978,.2675683,.2676266,.2395241,.22364335
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Delaware","DE",.1793027,.1406255,.1133934,.1081547,.0957582,.0941942,.1066727,.131331,.11585581
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"District of Columbia","DC",.1460357,.1868886,.1572133,.1591059,.1817267,.1581042,.155375,.1983013,.21581182
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Florida","FL",.1047127,.0983716,.0992408,.0979229,.096986,.0952458,.0857033,.0869445,.09050664
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Georgia","GA",.1164363,.1072736,.1083817,.0997966,.0969704,.0921823,.0780762,.0810938,.08984711
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Hawaii","HI",.0944519,.1239973,.1336491,.1139109,.0843978,.1069592,.1026722,.0695306,.07164259
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Idaho","ID",.1855043,.1892438,.1902141,.1818995,.1646516,.1538052,.1457746,.1430838,.11873773
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Illinois","IL",.1643004,.1695802,.1659921,.1560471,.1488168,.1389833,.1430167,.148338,.14478327
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Indiana","IN",.137086,.1280291,.1402286,.1470773,.1114796,.0934858,.1167605,.1015654,.08111922
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Iowa","IA",.158804,.1356171,.134614,.1409891,.1509293,.1405362,.126243,.1437332,.14012483
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Kansas","KS",.0764606,.0698248,.0677899,.0596636,.077148,.0713464,.0522311,.0592687,.05670787
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Kentucky","KY",.2673703,.2427739,.2280914,.2100901,.2041009,.1804295,.1469546,.1590222,.1460834
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Louisiana","LA",.13362,.1188323,.1060691,.1007159,.0898012,.1024508,.0935126,.0671793,.07654627
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Maine","ME",.5372707,.5342704,.5362203,.4674813,.3535344,.3547988,.4075191,.4098587,.3522568
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Maryland","MD",.1293851,.1387277,.1345911,.1168187,.1037979,.1084519,.1085554,.1080705,.1048855
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Massachusetts","MA",.2934071,.2979176,.2854854,.2821079,.2646387,.2487606,.2530794,.2509317,.23939314
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Michigan","MI",.2480381,.2410395,.2310467,.2344857,.2171491,.2049645,.2336998,.2452576,.21481088
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Minnesota","MN",.1305882,.1277379,.1477117,.1490811,.129641,.1043285,.115514,.1189219,.11557824
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Mississippi","MS",.0850068,.0657503,.1038985,.1329418,.1124864,.1106088,.106454,.0864675,.09667557
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Missouri","MO",.2458375,.2252847,.2047287,.1894611,.2097208,.2101299,.2049059,.1992004,.17805484
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Montana","MT",.4460556,.5048179,.6917509,.6397243,.5951579,.5204667,.4506958,.5654767,.55650556
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Nebraska","NE",.0629386,.0761038,.0871572,.0520272,.0523313,.0672648,.068294,.0589644,.0592748
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Nevada","NV",.0694733,.0685327,.0683792,.0641544,.0620777,.053076,.0522341,.0601123,.0504197
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"New Hampshire","NH",.4417786,.358814,.3678693,.3641298,.3294638,.3144707,.3088921,.3183768,.26626039
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"New Jersey","NJ",.1689422,.1582626,.1632461,.1565446,.1462666,.147068,.1418481,.1333257,.13450339
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"New Mexico","NM",.05699,.0624251,.0589176,.0586407,.0527318,.0393616,.0386547,.046815,.04343195
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"New York","NY",.1704911,.1669005,.1596472,.1593176,.1558377,.1554741,.1576489,.1564211,.15228282
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"North Carolina","NC",.117017,.1112239,.1094316,.1082074,.1002342,.0926319,.09616,.0968808,.08507416
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"North Dakota","ND",.3883605,-97,-97,.48228,.4353232,.2513883,.2494929,.3061324,.28921774
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Ohio","OH",.2585208,.2614938,.2384972,.2222325,.2112466,.2076709,.1894097,.1781705,.173068
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Oklahoma","OK",.0796103,.0736951,.0832222,.0754124,.0751596,.0784842,.0721488,.0635311,.05770447
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Oregon","OR",.1563981,.1436992,.1573033,.1595402,.1399154,.1350658,.1485159,.1725485,.15663156
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Pennsylvania","PA",.2515219,.2437742,.2367305,.2286763,.2219823,.2134896,.1982262,.1822143,.17720738
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Rhode island","RI",.2797869,.2772161,.2812191,.269459,.2377694,.2323835,.2288561,.216462,.22499838
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"South Carolina","SC",.2114851,.2102691,.1772223,.1533328,.1754452,.1809333,.1658159,.1669171,.15854593
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"South Dakota","SD",.3197999,.2981932,.3001478,.1974474,.2434197,.2494254,.1571098,.1548905,.24082643
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Tennessee","TN",.1605295,.1419121,.1270643,.1294735,.1242524,.1105338,.1137085,.1123799,.09658957
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Texas","TX",.0406631,.0406437,.0409733,.0420039,.0389793,.0393788,.0395057,.0386143,.03734052
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"United States","US",.1157944,.1132563,.1126753,.1097053,.1049365,.1031928,.1022054,.1021381,.09972231
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Utah","UT",.1301409,.1365439,.1343774,.1238252,.1241561,.1299374,.1134801,.1246902,.12215151
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Vermont","VT",.7122591,.616986,.6479339,.5708734,.5296405,.6126277,.5560201,.4962859,.37341732
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Virginia","VA",.145131,.1458786,.1378148,.1307735,.1285285,.12316,.1162506,.1156196,.10415597
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Washington","WA",.218441,.2142244,.2273553,.2219928,.2071843,.1990798,.1985214,.1904251,.18371636
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"West Virginia","WV",.3816125,.3761492,.2903623,.2354024,.1355842,.2225768,.2707207,.2517444,.19783296
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Wisconsin","WI",.1416318,.1511782,.1673314,.1504162,.1380681,.1478205,.1363151,.1179157,.11692427
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Wyoming","WY",.2449308,.3589589,.330408,.1412112,.0875061,.091516,.1108237,.1837812,.20589322
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Alabama","AL",.3303907,.4293699,.463522,.4464222,.4668761,.4752316,.4593975,.4550222,.46619719
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Alaska","AK",.094144,.1271528,.1299123,.1414247,.1745411,.0810646,.0611263,.0896808,.03914094
