GROUPCODE,STATCODE,statid,statistics_label,STAT,ISSTATE,StateName,StateCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Virginia","VA",.14463933,.14469638,.13640688,.1299613,.12802015,.12260586,.11692505,.11651473,.10428125,.10691958,.10903893,.10281345,.10158107,.10857646,.11223816,.11759821,.11054751
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Vermont","VT",.70430326,.57446158,.61905962,.57218164,.5296405,.61262769,.55602014,.49628592,.37475345,.40259475,.55724484,.5634706,.46069449,.37491632,.48359725,.36205438,.37645623
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Washington","WA",.21701999,.2126739,.22403136,.21803007,.20455685,.19569664,.19448064,.18716675,.18213674,.17878151,.17025881,.17409627,.17851588,.17605083,.17347071,.21521865,.19408391
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Wisconsin","WI",.1399893,.15119582,.16723196,.15051025,.13863017,.14925742,.13576767,.11565486,.11681256,.12118381,.13005406,.12458556,.12153563,.13087976,.14024983,.1064686,.11283611
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"West Virginia","WV",.38391224,.37614921,.29036233,.23540242,.13630897,.22318725,.25298697,.22116517,.18255752,.26359901,.33081082,.25217745,.20637321,.15889677,.20575914,.22556956,.31461576
"Country_of_Origin_of_Parents","europe",88,"Parents from Europe, Canada & Australia","Europe, Canada & Australia",1,"Wyoming","WY",.26203066,.35640565,.34181756,.14463767,.09223074,.10857909,.12477074,.18770212,.2045611,.11820704,.1725,.23465139,.2245729,.2100984,.11561764,-97,.23362046
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Alaska","AK",.09201499,.12551104,.12866357,.13820249,.17033283,.07510531,.0505618,.08125451,.0376939,.06417019,.13473623,.09323408,.08256347,.09491011,.03074501,.04426106,.04000495
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Alabama","AL",.34731752,.43853539,.46276304,.44656107,.46987438,.48101699,.45948878,.44807404,.46460718,.45986739,.46149278,.4321152,.40746161,.41972798,.40348867,.49352449,.43319288
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Arkansas","AR",.56164223,.58292288,.57874781,.58480442,.61954099,.58801085,.5868693,.61924952,.60894686,.55887556,.54739964,.56689727,.52926308,.50254434,.50256199,.46921775,.48050082
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Arizona","AZ",.76561028,.7680794,.76280028,.74800992,.73548973,.74124062,.74812371,.73655987,.71115422,.69474524,.69045973,.67867178,.67894512,.67430329,.65726495,.64658993,.64086777
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"California","CA",.57646483,.577869,.57744914,.57844055,.57552135,.5687905,.55999005,.55658901,.55692697,.55073535,.54359525,.53255105,.51864082,.50980467,.49513415,.47722059,.47346622
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Colorado","CO",.61624801,.6006512,.59481525,.60849726,.60382217,.61041969,.6058805,.58530587,.58612442,.57315493,.56053883,.56657553,.54035556,.51176351,.4779709,.46525267,.47070938
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Connecticut","CT",.05251521,.05939208,.07421558,.08210463,.06752913,.07168165,.07102391,.0740907,.08351643,.06377725,.07270246,.08589781,.06630205,.06327073,.08544292,.07661477,.07383385
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"District of Columbia","DC",.03791548,.03312974,.05088115,.07033043,.09218225,.07139512,.0314846,.02317129,.03633854,.06522869,.09181901,.10449328,.06788683,.02238207,.0312773,.07490863,.06354014
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Delaware","DE",.25705621,.29177639,.31940353,.29316583,.27172956,.26763812,.27909806,.28404856,.30605328,.28524506,.25782493,.28267068,.2786257,.26991057,.26400536,.15721181,.18101789
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Florida","FL",.11741524,.1195032,.11973159,.11807162,.12386862,.13124104,.13724406,.13146965,.1280932,.13073698,.12680759,.11695057,.11211323,.11064866,.10080171,.10440361,.09822917
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Georgia","GA",.36456695,.37240544,.39310968,.38460621,.36882424,.38056347,.38855112,.38384432,.38368946,.37564293,.35924861,.3474969,.33788335,.33507338,.28897572,.27697003,.27297124
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Hawaii","HI",.02998455,.0234419,.04338136,.04098953,.04115163,.04397215,.03577588,.02565305,.03537202,.05356541,.06343716,.05148019,.04206838,.05096576,.04376991,.04117626,.05198151
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Iowa","IA",.42283669,.44508103,.43201533,.41340259,.45391184,.44395965,.43126652,.3929348,.38625675,.38531432,.35084873,.34836304,.35665733,.32066548,.29119125,.33351302,.34772393
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Idaho","ID",.66930288,.66350698,.64465421,.65044862,.65044051,.65122801,.66295785,.65625346,.68259698,.64811563,.62030828,.64968985,.69799078,.65774,.59200871,.64999837,.61467516
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Illinois","IL",.54704326,.54471773,.54401004,.55530012,.55415463,.55334443,.55000466,.54008889,.5248999,.52184087,.51800591,.50235271,.49358103,.48825154,.47759509,.43709472,.43706721
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Indiana","IN",.48033226,.4777585,.49527258,.51057798,.48816332,.51596802,.52566051,.49492612,.47802797,.45903787,.45395234,.44799682,.45519891,.4407399,.40014556,.3545256,.33893883
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Kansas","KS",.57816488,.58757275,.61156851,.61649871,.57924634,.56476718,.59879386,.59396654,.54787076,.53264105,.55081791,.54546964,.52330583,.52021527,.52107328,.48180392,.48656201
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Kentucky","KY",.29195023,.27899334,.29265413,.32156536,.30644971,.27727982,.25664485,.29296842,.33532453,.3258844,.28347853,.2619001,.2432899,.24393985,.25910392,.23245509,.24205327
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Louisiana","LA",.12971291,.13048555,.14892787,.15919247,.1656093,.22413737,.2297706,.25928861,.26599711,.2393934,.25845623,.2424763,.1980745,.17966436,.14853136,.15016052,.16459149
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Massachusetts","MA",.01289952,.0175576,.02017301,.01655838,.01890892,.01866835,.01537234,.01887923,.01658965,.01794382,.02273538,.01545358,.0150093,.01672929,.01631317,.01575835,.01805003
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Maryland","MD",.04991257,.06521125,.0744103,.06255946,.05661101,.05800656,.06379528,.06052324,.05850364,.05703578,.05077633,.05782531,.06170569,.06107361,.05135767,.04808267,.05339
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Maine","ME",.01594614,.01875206,.00500797,.00556528,.01239707,.0152795,.0078155,0,.01139195,.02013739,.00688588,0,0,.00989618,.01593672,.0131112,.0069208
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Michigan","MI",.18568709,.19499879,.19398704,.20194198,.20469655,.19809023,.182064,.18795472,.20041296,.1991954,.1954212,.19046089,.19475195,.18576182,.17375879,.18615939,.1732433
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Minnesota","MN",.2233973,.23044614,.22598486,.21657605,.22775237,.22831364,.2161742,.21520634,.20263827,.18764418,.18536662,.18848054,.18351004,.17044954,.15049358,.11024965,.12492933
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Missouri","MO",.24757032,.24848814,.26500544,.27665317,.26538712,.27810839,.28440446,.26294965,.23726889,.25660685,.25900552,.26624352,.28291598,.28268197,.27292159,.24359794,.22208527
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Mississippi","MS",.25388983,.32565641,.35266125,.43899494,.45497507,.41857409,.40996385,.36680293,.3984133,.43954745,.42968485,.3908982,.36373773,.3898136,.34414208,.29040223,.30623773
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Montana","MT",.14432757,.13362795,.08762565,.08140441,.08077545,.13228239,.1533912,.11586154,.20678742,.18903203,.07826257,.11562745,.25102228,.24154474,.26138896,.06571382,.10869035
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"North Carolina","NC",.44595352,.45538151,.46341211,.45731387,.44432989,.44115138,.45299652,.45154932,.45050773,.44250128,.42636842,.42966107,.41431442,.38985154,.36666059,.33974105,.33736533
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"North Dakota","ND",.07131049,-97,-97,.17984089,.09614238,.19875674,.13404077,.12543721,.16359897,.09875668,.21185525,.23264645,.10821441,.10678984,.07138001,.24696013,.20994256
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Nebraska","NE",.52021235,.54296494,.5355261,.52179253,.54290295,.59127522,.5624795,.51959878,.51595545,.51405883,.52015132,.45713678,.41876206,.42679468,.3992849,.42588249,.36937642
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New Hampshire","NH",.04112632,.05275343,.02002552,.02345957,.05015761,.07065208,.06994739,.06652634,.06975316,.05274439,.07120298,.06753013,.03842754,.04063127,.03723528,.04157317,.03672177
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New Jersey","NJ",.07526942,.08432455,.08888953,.09760519,.09914581,.09256599,.09457284,.09976885,.11104477,.10959283,.10272635,.10502087,.09658598,.09317917,.09583155,.08866214,.08968748
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New Mexico","NM",.80507106,.80006593,.79165947,.81668872,.83172274,.8414371,.83477086,.83202529,.85181749,.81409484,.77827406,.77928448,.79324186,.78204966,.74273294,.77159041,.76418424
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Nevada","NV",.59467876,.59960127,.60816562,.59481859,.58582896,.60314482,.60621691,.59734464,.60830843,.58932358,.58175081,.57696247,.55354607,.5437212,.51038212,.47910362,.50014043
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"New York","NY",.06906588,.07515746,.07758694,.08006912,.08830076,.09067234,.08628875,.08727531,.08653896,.08803711,.08951391,.08283335,.08036184,.08308412,.07746787,.07176764,.08125632
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Ohio","OH",.12545057,.1388645,.13089636,.14690983,.17109221,.1725634,.16180098,.15742315,.1588833,.13922539,.1236819,.1245409,.12956101,.12985294,.12116619,.10538119,.10208116
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Oklahoma","OK",.55389416,.58617795,.6086576,.61445856,.61676449,.61295354,.6219216,.63759977,.63925749,.61355257,.62275475,.61603367,.57652789,.59697962,.58611155,.55671579,.54705882
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Oregon","OR",.51435167,.52361494,.52643949,.52758574,.53573483,.54862809,.54205841,.52846849,.54444379,.55693096,.54136443,.52126735,.51714438,.49907261,.46816003,.46903345,.45648053
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Pennsylvania","PA",.09433979,.08701531,.09130976,.0938455,.10694551,.10389335,.09301839,.100848,.10482023,.09792449,.09046017,.09467284,.09565933,.09040809,.09916072,.08256923,.08291362
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Rhode island","RI",.04200439,.03346219,.0448112,.05461376,.05243215,.03829156,.02503762,.02814867,.05219097,.05361537,.04634835,.04892138,.02735044,.0298365,.02141211,.02300879,.02701522
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"South Carolina","SC",.32612804,.3593508,.38632455,.38672715,.39328188,.407543,.40436518,.39709514,.42194587,.40205342,.35793105,.3719587,.36705327,.31306043,.28534442,.33850634,.3168819
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"South Dakota","SD",.11106425,.14726341,.33942574,.29189333,.15843368,.18991427,.12907018,.05745611,.11067846,.16136815,.18753015,.1819156,.10452034,.07181216,.14725329,-97,.15041108
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Tennessee","TN",.31872395,.35288769,.36923826,.40237913,.4064002,.39250001,.40224195,.41808581,.41470513,.41014341,.41946492,.38794112,.34668615,.34595585,.33757061,.29339337,.29360911
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Texas","TX",.71610993,.71974158,.70941162,.69628942,.69857162,.697043,.69030535,.68571788,.67792374,.65993577,.64661705,.62787515,.61218494,.60017252,.57878369,.55349076,.5430162
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"United States","US",.41332188,.41812828,.41928566,.41934785,.41842812,.4168143,.41202188,.40673217,.40439984,.39589262,.38708037,.37651917,.36441386,.35646254,.34045714,.32300583,.31934565
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Utah","UT",.50259608,.50640112,.48557368,.47830042,.51461792,.5357883,.52358776,.48570684,.50467604,.52644449,.48871577,.48228464,.47289354,.45597133,.44925857,.43584111,.45191106
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Virginia","VA",.08519114,.08904304,.09484851,.09216001,.09482524,.09578939,.08782878,.08485521,.08484393,.08162346,.07602221,.07740095,.07169444,.07382996,.08122718,.07841209,.06850716
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Vermont","VT",.01216569,.01506735,.02269298,.06522705,.06724885,.01931291,0,.06306937,.05726284,.01670969,.02505288,.00748368,.00565034,.02002069,.01842944,.01316903,.00776656
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Washington","WA",.35863546,.36316434,.38335255,.39089373,.39133593,.40406403,.40273604,.39994556,.40020901,.39260006,.3856439,.37387192,.36443171,.3569718,.33754712,.31551903,.31680819
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Wisconsin","WI",.39421302,.39332771,.40173784,.40926388,.39302394,.37902132,.42241123,.47275949,.46719885,.45284206,.42482108,.39671484,.40043911,.41049588,.40434867,.42343771,.42504743
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"West Virginia","WV",.20140159,.07196243,.18067537,.182404,.10590672,.09856579,.05932355,.16991958,.21422762,.08462204,.06182754,.06081628,.1049123,.11932695,.02031076,.03154469,.04833146
"Country_of_Origin_of_Parents","mexico",90,"Parents from Mexico","Mexico",1,"Wyoming","WY",.5903402,.56741482,.45333683,.4626087,.5802601,.65211284,.61144674,.58983111,.53861332,.51368159,.53081816,.53886116,.57059395,.62925947,.57393694,-97,.46400419
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Alaska","AK",.10924636,.10017323,.08192435,.12055557,.09478411,.04772424,.07116923,.05133552,.02593071,.01615405,.02641385,.03401973,.01213046,.02970755,.0431436,.112018,.09349234
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Alabama","AL",.13233128,.08850795,.09160753,.1144654,.10305045,.10748242,.13592894,.1429579,.14836936,.18603395,.16685222,.15235503,.15475135,.1674358,.19201252,.14077573,.16579953
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Arkansas","AR",.13713685,.11444705,.12032818,.14546311,.11780945,.10684156,.13482687,.14153683,.12998374,.14869155,.17497864,.16135417,.18162847,.22836657,.20296784,.21872145,.19320409
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Arizona","AZ",.04117896,.03582341,.02940852,.03136532,.03893856,.03471633,.03095105,.03195569,.0334956,.03705955,.04396737,.04730463,.04548418,.04649275,.03708005,.05443418,.05010681
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"California","CA",.08866655,.08820964,.08816234,.08620317,.08365131,.08423889,.08770824,.08775996,.08426309,.08614618,.08877902,.08950816,.09075194,.09233803,.09284952,.0926245,.09362142
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Colorado","CO",.03983171,.04539914,.05369744,.05158959,.04718694,.04193306,.0374364,.0418284,.0422637,.05754467,.06039555,.04006743,.05105527,.06570853,.05208294,.09799886,.07951627
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Connecticut","CT",.10006469,.08110982,.08042845,.09275036,.1136333,.11162411,.10149653,.10685756,.10943718,.11358844,.11583509,.12424523,.16012059,.16149332,.13607548,.14790332,.15590048
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"District of Columbia","DC",.42397645,.36601359,.32628265,.36666167,.40376377,.41858286,.40653399,.29796144,.27314296,.32408154,.3481541,.31101894,.28365377,.32943046,.34791371,.12181789,.14242448
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Delaware","DE",.07995313,.08460107,.09804554,.10272627,.10491626,.099681,.13117997,.14807205,.10261657,.13252002,.1787091,.16299699,.17837322,.18516982,.15179212,.14406256,.17190573
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Florida","FL",.2835823,.28264615,.28319553,.29022288,.28640172,.28337175,.28400832,.28452951,.2875852,.28605774,.28803465,.2863974,.29139379,.30130687,.28962415,.27920228,.28364587
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Georgia","GA",.08519001,.09793052,.09628785,.10270722,.10817724,.11144532,.10382497,.10269783,.11208495,.12150105,.1332778,.13638631,.13122465,.12275265,.14733133,.1167496,.12367965
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Hawaii","HI",.00481003,.00554489,.01006557,.01647707,.01768015,.01502937,.01740854,.01197331,.00448425,.00813026,.01011864,.01511754,.0146835,.00920386,.00786959,.00911769,.00843143
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Iowa","IA",.09043933,.0771453,.09323764,.09430823,.06698982,.07251675,.07085626,.07565102,.07718924,.10005078,.12363449,.10636074,.09285175,.13133587,.11148845,.06917316,.08332626
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Idaho","ID",.02202567,.01448654,.016949,.01910347,.02480453,.03101505,.04634967,.04025067,.01361498,.00848305,.01507413,.02942609,.03537012,.04065797,.04882219,.02996641,.02611984
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Illinois","IL",.03503358,.03484115,.03830047,.03230087,.03324044,.03695917,.03152977,.03163759,.03899191,.03925907,.03615103,.03803987,.03849071,.03595498,.0322036,.03765862,.03968024
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Indiana","IN",.05217883,.07242309,.06626575,.0624084,.09897842,.08722416,.06013961,.0789021,.10276428,.11572857,.09208646,.07351253,.07871697,.07971465,.08570424,.10788766,.10448916
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Kansas","KS",.04173047,.0571361,.05486965,.0502723,.05351408,.06801382,.06024718,.05475881,.07690896,.08312746,.0834143,.10475279,.10786005,.10353249,.0918199,.11934096,.12120732
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Kentucky","KY",.08524167,.08104765,.0777547,.12113979,.11801907,.11641761,.137704,.10921688,.08984839,.11173391,.11767266,.11343689,.13845104,.17178206,.16349514,.15755035,.15389907
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Louisiana","LA",.22994365,.23781531,.2425824,.23837966,.25108805,.23075224,.24664418,.24765356,.23037244,.25644165,.27533782,.2922594,.29126316,.3112804,.35110995,.36192039,.36484596
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Massachusetts","MA",.16979828,.15898915,.16741459,.18807589,.19586426,.19347891,.19044019,.20407844,.20206228,.18155882,.18010888,.19858517,.20902035,.21870387,.21310505,.21107206,.20931976
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Maryland","MD",.18768491,.18868819,.2100447,.2414884,.24372585,.23290895,.23607874,.24023518,.24292195,.25304005,.2712177,.28512976,.28313357,.28369269,.27896926,.26751542,.26528731
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Maine","ME",.03791637,.05448881,.04421807,.0242934,.01680492,.01493789,.01076474,.02403574,.0414145,.04046297,.05583431,.04023072,.00304488,.00225953,.00072704,.02050881,.0095161
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Michigan","MI",.03754207,.04058831,.03165076,.01768644,.02754718,.04103525,.04579151,.03999892,.03383006,.03141875,.03976536,.05158723,.04530907,.0418017,.04116965,.03498571,.03908801
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Minnesota","MN",.03153922,.03237501,.03679905,.05414122,.05775321,.04767827,.05646557,.04355065,.03756183,.05001951,.04443119,.03537198,.04113367,.04063713,.04106126,.06958573,.0582578
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Missouri","MO",.06482042,.06150892,.08150609,.09630437,.0862795,.10031365,.0979865,.08419225,.09937051,.09411934,.08188958,.08291291,.08015855,.08839127,.07937511,.10061654,.11980687
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Mississippi","MS",.15215564,.16348128,.1082129,.06173932,.06991521,.09578398,.12332078,.12001959,.09431433,.13547613,.13819869,.1361849,.15592963,.15907924,.16706426,.22688326,.18572773
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Montana","MT",.02772352,.02588384,0,0,0,0,.027901,.04496006,.01057168,.04167142,.04767495,0,.05181123,.07309906,.0087893,.05101035,.02524185
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"North Carolina","NC",.1314117,.13031439,.12683895,.12617967,.13534392,.15348481,.14786558,.14398789,.15251005,.15953624,.15789305,.15329866,.16765618,.18607451,.18951379,.2025876,.19377904
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"North Dakota","ND",.13833784,-97,-97,0,.0154986,.01508496,.00328121,.01165901,.00632391,.00905374,.02461968,.02116231,.03768214,.03797901,.02624821,.0155057,.0152537
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Nebraska","NE",.14206192,.11189783,.10434213,.14345199,.11238005,.08201372,.08971247,.10165624,.15448439,.14398603,.1233405,.15675288,.15570684,.15100038,.16763158,.22526847,.23522733
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"New Hampshire","NH",.085287,.08269764,.05552175,.05730787,.08645827,.06978569,.06595961,.06956492,.10930862,.16484185,.11291058,.07232976,.1099121,.13762578,.10536033,.11956456,.12412944
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"New Jersey","NJ",.16354485,.16495754,.16510099,.16503035,.1717885,.17245471,.17907649,.18506548,.18226644,.19184639,.20301516,.20159483,.21068472,.22572331,.22037728,.20752345,.20516022
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"New Mexico","NM",.03719533,.03546591,.03847199,.03057997,.02345399,.03485283,.03365298,.02210697,.02570158,.03745395,.03084693,.02805369,.04117074,.03898316,.05493504,.04069546,.03674922
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Nevada","NV",.10591065,.11177662,.10928398,.10675121,.10019076,.09457198,.10509967,.1025704,.09914101,.11644873,.11183275,.11708076,.11964007,.11058491,.1221288,.13974766,.13090524
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"New York","NY",.20008107,.19540823,.19435206,.19464226,.1929422,.19249819,.19730122,.20421267,.20160793,.20196077,.20733757,.21244183,.21434429,.21592365,.20742299,.20376557,.19981845
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Ohio","OH",.0411215,.04134836,.04776698,.06703144,.05402224,.05149693,.06510261,.06404264,.06189898,.06089316,.05925756,.07061639,.08819625,.09506939,.08304215,.08531456,.08585175
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Oklahoma","OK",.04443966,.04063616,.0528295,.0554946,.04409448,.05533875,.06323143,.06071671,.07226308,.09082429,.07601435,.0785405,.11057876,.09450632,.09210354,.10641462,.11069208
"Country_of_Origin_of_Parents","centralAmerica",92,"Parents from Other Central America & Spanish Caribbean","Other Central America & Spanish Caribbean",1,"Oregon","OR",.04117091,.04643083,.05204566,.04780114,.04183592,.03890965,.03833112,.03873379,.03102536,.03231892,.04306338,.03682578,.03236108,.04091889,.04966832,.04458863,.0495372
